HDR_MESSAGETYPE;HDR_TOPICID;HDR_PARTITIONID;HDR_OFFSETID;HDR_THREADID;produceTime;consumeTime;versionID;HDR_BATCHID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;symbolIndex;protectionLevelValue;protectionLevelValueExpressionType;initialValue;initialValueExpressionType;priceEventValue;priceEventValueExpressionType;strikeDate;finalValuationDate;kIBIProduct;kOBIProduct;lastTradingDate;timeClosing;distributionType 
12224C;MTXCREFD;0;181;K2CDWMTXCREFD;1707914647638509824;17823312812634275450;331;1;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;338709066;4899678686817938508;2;6084528166302052454;2;202;163;27988;47791;191;34;11139;201492126845864920;4
12224C;MTXCREFD;0;181;K2CDWMTXCREFD;1707914647638509824;17823312812634275450;331;1;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;338709066;13263651977237533352;1;717386609192238357;2;210;236;31587;56138;206;63;55548;10582545699221354091;2
12224C;MTXCREFD;0;182;K2CDWMTXCREFD;1707914647646106624;8951772984443288881;331;1;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;968476971;10194411234590641529;1;1850602127004148461;2;41;249;42850;33226;208;221;32715;16260096826677246894;4
12224C;MTXCREFD;0;182;K2CDWMTXCREFD;1707914647646106624;8951772984443288881;331;1;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;968476971;2823262352776239210;1;12988702302472282478;2;461;62;16566;10119;65;182;39212;15534234688091415451;4
12224C;MTXCREFD;0;182;K2CDWMTXCREFD;1707914647646106624;8951772984443288881;331;1;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;968476971;17955611681379644619;2;4763992308322414882;1;298;130;13657;38571;191;131;59994;17338902951681649772;4
12224C;MTXCREFD;0;182;K2CDWMTXCREFD;1707914647646106624;8951772984443288881;331;1;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;968476971;13432810484709688408;2;5418818111994584196;2;276;183;63273;17067;177;96;15776;613485897441441189;2
12224C;MTXCREFD;0;182;K2CDWMTXCREFD;1707914647646106624;8951772984443288881;331;1;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;968476971;15878672332359406379;1;15404651392671609561;1;133;198;38852;58423;192;128;28750;3429569089855421003;4
12224C;MTXCREFD;0;183;K2CDWMTXCREFD;1707914647653758464;10946345262050788048;331;1;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;56973008;5893646524727241991;2;11299735009415843741;1;206;44;58263;54020;208;127;30622;1070743871775726140;4
12224C;MTXCREFD;0;183;K2CDWMTXCREFD;1707914647653758464;10946345262050788048;331;1;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;56973008;14261189774878524890;2;753757210279695409;1;441;41;2540;33374;49;193;392;16355386116353761816;1
12224C;MTXCREFD;0;183;K2CDWMTXCREFD;1707914647653758464;10946345262050788048;331;1;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;56973008;12865938303682200634;1;4051934089064540517;2;12;151;35430;60931;15;36;61061;8305518261397793629;3
12224C;MTXCREFD;0;183;K2CDWMTXCREFD;1707914647653758464;10946345262050788048;331;1;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;56973008;16051045862198329222;2;9899086739410781033;1;280;227;25557;52902;25;156;42659;9329369368067254695;4
12224C;MTXCREFD;0;183;K2CDWMTXCREFD;1707914647653758464;10946345262050788048;331;1;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;56973008;4836424049047562580;1;10071923224017471717;1;77;78;62136;47616;254;115;12019;4761826892541152249;4
12224C;MTXCREFD;0;184;K2CDWMTXCREFD;1707914647661352448;9873087416933566599;331;1;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;778983872;14192866824291519961;1;15404450131531035454;2;130;49;55703;14053;238;230;17393;14619540334529847836;4
12224C;MTXCREFD;0;184;K2CDWMTXCREFD;1707914647661352448;9873087416933566599;331;1;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;778983872;15257283264065945949;2;1244992322674510588;1;393;210;27190;2097;21;122;29073;14940892267272478141;1
12224C;MTXCREFD;0;184;K2CDWMTXCREFD;1707914647661352448;9873087416933566599;331;1;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;778983872;1427282365897595801;2;4475899905649369801;2;404;254;60957;9827;19;2;63367;16647970897030101828;2
12224C;MTXCREFD;0;184;K2CDWMTXCREFD;1707914647661352448;9873087416933566599;331;1;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;778983872;5481218122665186097;1;16755177319190279294;1;246;100;38412;5080;230;166;9772;14251691493020895381;1
12224C;MTXCREFD;0;184;K2CDWMTXCREFD;1707914647661352448;9873087416933566599;331;1;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;778983872;4611558824586613666;2;3984636363177064060;2;231;145;57737;18864;34;205;23686;11989478994074602023;2
12224C;MTXCREFD;0;185;K2CDWMTXCREFD;1707914647668940288;6856317679284436043;331;1;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;941734235;9749137881079285285;2;13329359247631697618;1;319;227;4871;27957;190;189;3940;16061233398922006029;4
12224C;MTXCREFD;0;185;K2CDWMTXCREFD;1707914647668940288;6856317679284436043;331;1;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;941734235;6067946803205532308;2;1997455613569084720;1;257;118;59752;16828;73;146;5643;17221425430267612431;3
12224C;MTXCREFD;0;185;K2CDWMTXCREFD;1707914647668940288;6856317679284436043;331;1;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;941734235;4616473412804154429;2;3834635082229828738;1;484;112;41018;2940;65;77;37629;11066920674490501121;4
12224C;MTXCREFD;0;185;K2CDWMTXCREFD;1707914647668940288;6856317679284436043;331;1;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;941734235;9963477986625200305;2;10049131190724434516;1;47;231;50986;60522;173;50;38111;2807683553754528419;2
12224C;MTXCREFD;0;185;K2CDWMTXCREFD;1707914647668940288;6856317679284436043;331;1;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;941734235;12705816697946867287;1;7205805762958472057;1;333;130;27825;18062;10;105;41806;1276091239729798270;1
12224C;MTXCREFD;0;186;K2CDWMTXCREFD;1707914647676577792;13574372707241718908;331;1;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;526725252;14917509148373913667;1;7593751177578172037;1;87;59;1524;59457;35;27;65429;5790537400698577849;3
12224C;MTXCREFD;0;186;K2CDWMTXCREFD;1707914647676577792;13574372707241718908;331;1;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;526725252;10727239691140828672;1;9048500612944129126;2;163;211;36320;56126;80;88;40486;7701663916335163198;1
12224C;MTXCREFD;0;186;K2CDWMTXCREFD;1707914647676577792;13574372707241718908;331;1;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;526725252;9072207673545090681;2;16730830479743804445;2;297;168;23331;5743;96;84;46320;4666817491219484631;2
12224C;MTXCREFD;0;186;K2CDWMTXCREFD;1707914647676577792;13574372707241718908;331;1;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;526725252;15269427517153765175;1;7703377638823282037;2;48;22;33147;31545;147;1;32128;4686157684608149356;2
12224C;MTXCREFD;0;186;K2CDWMTXCREFD;1707914647676577792;13574372707241718908;331;1;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;526725252;9384260713606686894;2;14659387734862616629;2;232;187;43799;18328;74;156;22647;10323056558120827589;2
12224C;MTXCREFD;0;187;K2CDWMTXCREFD;1707914647684180992;5186124040111174176;331;1;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;840387731;2204583574379086336;2;17287212430461622325;2;449;89;41779;57405;74;68;49772;8385074479636306506;4
12224C;MTXCREFD;0;187;K2CDWMTXCREFD;1707914647684180992;5186124040111174176;331;1;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;840387731;4005483406099700575;1;16138810631192055751;1;120;227;2684;5822;96;75;23719;12090174573549519411;2
12224C;MTXCREFD;0;187;K2CDWMTXCREFD;1707914647684180992;5186124040111174176;331;1;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;840387731;15718938252854115081;2;5700360676580487421;1;425;123;43207;40270;141;152;19460;10427108349098780128;2
12224C;MTXCREFD;0;187;K2CDWMTXCREFD;1707914647684180992;5186124040111174176;331;1;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;840387731;7495882872679299097;1;4236655952695960885;1;238;80;30333;50228;239;120;61176;17331373227349509483;2
12224C;MTXCREFD;0;187;K2CDWMTXCREFD;1707914647684180992;5186124040111174176;331;1;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;840387731;930257719803083778;2;14679336382908823803;1;290;56;4116;62129;226;33;6046;16255724856985379141;2
12224C;MTXCREFD;0;188;K2CDWMTXCREFD;1707914647691807232;1106725238427095940;331;1;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;293632506;17940601817263256898;1;4887551050001891919;1;84;98;56487;58801;12;165;52571;3914058017613278613;1
12224C;MTXCREFD;0;188;K2CDWMTXCREFD;1707914647691807232;1106725238427095940;331;1;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;293632506;9611951875812521493;2;8483373356374444145;1;226;28;36290;14800;193;76;11754;15980050894412673818;1
12224C;MTXCREFD;0;188;K2CDWMTXCREFD;1707914647691807232;1106725238427095940;331;1;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;293632506;10200022350968571848;2;2483707501433823069;1;222;134;62762;40974;158;131;55750;5350844699424737375;4
12224C;MTXCREFD;0;188;K2CDWMTXCREFD;1707914647691807232;1106725238427095940;331;1;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;293632506;17571206418097255054;1;16019020139655489472;1;23;168;35380;35293;46;99;53454;17754460111282632668;1
12224C;MTXCREFD;0;188;K2CDWMTXCREFD;1707914647691807232;1106725238427095940;331;1;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;293632506;14731912309157793186;1;9252242537736029067;2;260;145;13338;27929;135;43;64304;13112460152247947864;3
12224C;MTXCREFD;0;189;K2CDWMTXCREFD;1707914647699444480;10591265754333959478;331;1;MOTX;DSS_CDW_test;7;7;7;10485897325095811193;aO;Ni9uxUb5Hv3V0U4ZKzsHvcdAAZr0w83UDSr2dwLHWkP9DOGXP7nOVOxVdyU1wISOp38VT8;tny;4236904595;0;2107208568;7;457170075;15396811344033242403;1;16786104044340529583;2;264;180;9283;18478;163;8;48264;14023441357181338763;2
12224C;MTXCREFD;0;189;K2CDWMTXCREFD;1707914647699444480;10591265754333959478;331;1;MOTX;DSS_CDW_test;7;7;7;10485897325095811193;aO;Ni9uxUb5Hv3V0U4ZKzsHvcdAAZr0w83UDSr2dwLHWkP9DOGXP7nOVOxVdyU1wISOp38VT8;tny;4236904595;0;2107208568;7;457170075;837121407855621190;2;17813864866892383172;2;180;126;36543;54300;6;13;36639;13656393341735607366;1
12224C;MTXCREFD;0;189;K2CDWMTXCREFD;1707914647699444480;10591265754333959478;331;1;MOTX;DSS_CDW_test;7;7;7;10485897325095811193;aO;Ni9uxUb5Hv3V0U4ZKzsHvcdAAZr0w83UDSr2dwLHWkP9DOGXP7nOVOxVdyU1wISOp38VT8;tny;4236904595;0;2107208568;7;457170075;9603252469925435096;2;15003859914666503196;1;347;18;24184;63759;210;202;58861;788331526986858751;2
12224C;MTXCREFD;0;189;K2CDWMTXCREFD;1707914647699444480;10591265754333959478;331;1;MOTX;DSS_CDW_test;7;7;7;10485897325095811193;aO;Ni9uxUb5Hv3V0U4ZKzsHvcdAAZr0w83UDSr2dwLHWkP9DOGXP7nOVOxVdyU1wISOp38VT8;tny;4236904595;0;2107208568;7;457170075;10215577552942693973;1;10326998196503618941;2;278;56;56282;17699;10;78;16319;15378094052710476241;2
12224C;MTXCREFD;0;189;K2CDWMTXCREFD;1707914647699444480;10591265754333959478;331;1;MOTX;DSS_CDW_test;7;7;7;10485897325095811193;aO;Ni9uxUb5Hv3V0U4ZKzsHvcdAAZr0w83UDSr2dwLHWkP9DOGXP7nOVOxVdyU1wISOp38VT8;tny;4236904595;0;2107208568;7;457170075;11380764193760444737;2;18111282774873677736;2;93;;1964;61339;142;138;60030;5490769805971670479;3
12224C;MTXCREFD;0;190;K2CDWMTXCREFD;1707914647707058432;12604792098130607735;331;1;MOTX;DSS_CDW_test;7;7;7;7106284146521157689;rE;NrJR0T0kAhd0OCKW4ojbaiikKNCoEASVaj7TQEhzIiPagWOrGfsJrPwNTW8UGCiNexH0VX;wFp;1600758537;1;3578671592;7;281877941;8073294582865139198;1;7178020472020849527;1;299;128;27751;59421;2;187;29512;2499479119755088387;3
12224C;MTXCREFD;0;190;K2CDWMTXCREFD;1707914647707058432;12604792098130607735;331;1;MOTX;DSS_CDW_test;7;7;7;7106284146521157689;rE;NrJR0T0kAhd0OCKW4ojbaiikKNCoEASVaj7TQEhzIiPagWOrGfsJrPwNTW8UGCiNexH0VX;wFp;1600758537;1;3578671592;7;281877941;2255545252347305223;1;12437662367466436361;1;476;241;57593;48763;90;211;1111;2293663954716562202;3
12224C;MTXCREFD;0;190;K2CDWMTXCREFD;1707914647707058432;12604792098130607735;331;1;MOTX;DSS_CDW_test;7;7;7;7106284146521157689;rE;NrJR0T0kAhd0OCKW4ojbaiikKNCoEASVaj7TQEhzIiPagWOrGfsJrPwNTW8UGCiNexH0VX;wFp;1600758537;1;3578671592;7;281877941;13874538755523553531;2;6073185221571813223;1;486;36;31978;35496;8;49;35367;16313497926629437587;4
12224C;MTXCREFD;0;190;K2CDWMTXCREFD;1707914647707058432;12604792098130607735;331;1;MOTX;DSS_CDW_test;7;7;7;7106284146521157689;rE;NrJR0T0kAhd0OCKW4ojbaiikKNCoEASVaj7TQEhzIiPagWOrGfsJrPwNTW8UGCiNexH0VX;wFp;1600758537;1;3578671592;7;281877941;11140885973721225703;1;16495142415896142126;1;445;95;39594;29330;8;222;50841;8364450210352607998;4
12224C;MTXCREFD;0;190;K2CDWMTXCREFD;1707914647707058432;12604792098130607735;331;1;MOTX;DSS_CDW_test;7;7;7;7106284146521157689;rE;NrJR0T0kAhd0OCKW4ojbaiikKNCoEASVaj7TQEhzIiPagWOrGfsJrPwNTW8UGCiNexH0VX;wFp;1600758537;1;3578671592;7;281877941;2465551908475645329;1;17400387758924230317;1;175;189;61300;60356;165;3;13090;4619783819420072897;2
12224C;MTXCREFD;0;191;K2CDWMTXCREFD;1707914647714668800;4428559142925482611;331;1;MOTX;DSS_CDW_test;7;7;7;694515935385685833;f9;7xnfK7PMSRtzdlic1FLgBOXXoXe9X3o3ZmWGI7lHQZF2luoZtr80ngcEBHzX9cadggbNj8;gxs;2921001201;0;3344064174;7;921949621;3863455107998654018;1;14908105481641318047;2;463;221;12915;42809;244;190;5671;13299147809161027261;1
12224C;MTXCREFD;0;191;K2CDWMTXCREFD;1707914647714668800;4428559142925482611;331;1;MOTX;DSS_CDW_test;7;7;7;694515935385685833;f9;7xnfK7PMSRtzdlic1FLgBOXXoXe9X3o3ZmWGI7lHQZF2luoZtr80ngcEBHzX9cadggbNj8;gxs;2921001201;0;3344064174;7;921949621;14807447201780890878;1;11851919780877653880;2;101;101;38979;31223;68;246;41288;2119942271619835527;1
12224C;MTXCREFD;0;191;K2CDWMTXCREFD;1707914647714668800;4428559142925482611;331;1;MOTX;DSS_CDW_test;7;7;7;694515935385685833;f9;7xnfK7PMSRtzdlic1FLgBOXXoXe9X3o3ZmWGI7lHQZF2luoZtr80ngcEBHzX9cadggbNj8;gxs;2921001201;0;3344064174;7;921949621;1802531040312986492;1;5819219404367195970;2;56;150;52274;46827;184;72;12335;12356454869033733004;3
12224C;MTXCREFD;0;191;K2CDWMTXCREFD;1707914647714668800;4428559142925482611;331;1;MOTX;DSS_CDW_test;7;7;7;694515935385685833;f9;7xnfK7PMSRtzdlic1FLgBOXXoXe9X3o3ZmWGI7lHQZF2luoZtr80ngcEBHzX9cadggbNj8;gxs;2921001201;0;3344064174;7;921949621;12144702555243000689;1;5393975381411989604;1;114;50;49739;64868;171;235;52988;11256779532304701358;1
12224C;MTXCREFD;0;191;K2CDWMTXCREFD;1707914647714668800;4428559142925482611;331;1;MOTX;DSS_CDW_test;7;7;7;694515935385685833;f9;7xnfK7PMSRtzdlic1FLgBOXXoXe9X3o3ZmWGI7lHQZF2luoZtr80ngcEBHzX9cadggbNj8;gxs;2921001201;0;3344064174;7;921949621;16832906034602824785;2;8395076694117672059;2;274;122;52604;12438;183;165;39364;11930736209838673469;3
12224C;MTXCREFD;0;192;K2CDWMTXCREFD;1707914647722337280;13493960167269919179;331;1;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;198522762;5014211689367297653;1;14046027741960863905;1;173;130;29669;367;123;192;25575;5002388088534394208;3
12224C;MTXCREFD;0;192;K2CDWMTXCREFD;1707914647722337280;13493960167269919179;331;1;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;198522762;7584321983383276845;1;4321867060528876443;2;135;139;43238;63724;0;178;18348;12673703586499831475;4
12224C;MTXCREFD;0;192;K2CDWMTXCREFD;1707914647722337280;13493960167269919179;331;1;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;198522762;4520618167697459052;2;12096940309737326448;2;309;71;6643;16942;5;76;3075;1718592906914434321;1
12224C;MTXCREFD;0;192;K2CDWMTXCREFD;1707914647722337280;13493960167269919179;331;1;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;198522762;12622720982422125246;2;14113236510723860520;1;94;232;13112;1895;8;25;47441;9572685192531823961;3
12224C;MTXCREFD;0;192;K2CDWMTXCREFD;1707914647722337280;13493960167269919179;331;1;MOTX;DSS_CDW_test;7;7;7;10280588231320487880;Ge;soLpznB5k8yXf1br5RoljN8WVpqA9Shyjkl1Dl19QbhTScSS6aNrhaq9f2gHH176H029yA;zgS;3621753574;1;75388575;7;198522762;14640905119709807948;2;4846320180830837311;2;273;18;51779;65463;92;174;53852;14761601770384580478;3
12224C;MTXCREFD;0;193;K2CDWMTXCREFD;1707914647729927168;9849613075108820694;331;1;MOTX;DSS_CDW_test;7;7;7;14140019861529400051;em;yqXOEVdPWAD8E7c4Ja2ijpMZ0q4DqgCIcyTDSVJJ05siDOEmOR3inWsTEtiw779Uwv9msC;Xfh;3292631089;0;2631414048;7;814610997;16130387728176051971;1;15433069422463431574;2;500;197;19460;46583;216;72;10017;5253650860015220504;3
12224C;MTXCREFD;0;193;K2CDWMTXCREFD;1707914647729927168;9849613075108820694;331;1;MOTX;DSS_CDW_test;7;7;7;14140019861529400051;em;yqXOEVdPWAD8E7c4Ja2ijpMZ0q4DqgCIcyTDSVJJ05siDOEmOR3inWsTEtiw779Uwv9msC;Xfh;3292631089;0;2631414048;7;814610997;8412953582034912330;2;4705904527762768021;1;429;166;31874;12944;236;8;36929;16730416841815666917;2
12224C;MTXCREFD;0;193;K2CDWMTXCREFD;1707914647729927168;9849613075108820694;331;1;MOTX;DSS_CDW_test;7;7;7;14140019861529400051;em;yqXOEVdPWAD8E7c4Ja2ijpMZ0q4DqgCIcyTDSVJJ05siDOEmOR3inWsTEtiw779Uwv9msC;Xfh;3292631089;0;2631414048;7;814610997;11146885862446100358;1;8511333620304968998;1;167;189;56150;47242;231;188;32929;15483586802032129457;3
12224C;MTXCREFD;0;193;K2CDWMTXCREFD;1707914647729927168;9849613075108820694;331;1;MOTX;DSS_CDW_test;7;7;7;14140019861529400051;em;yqXOEVdPWAD8E7c4Ja2ijpMZ0q4DqgCIcyTDSVJJ05siDOEmOR3inWsTEtiw779Uwv9msC;Xfh;3292631089;0;2631414048;7;814610997;13957625615440556742;1;1943311355665758924;2;378;120;7456;29746;160;193;65318;5533763781168592073;2
12224C;MTXCREFD;0;193;K2CDWMTXCREFD;1707914647729927168;9849613075108820694;331;1;MOTX;DSS_CDW_test;7;7;7;14140019861529400051;em;yqXOEVdPWAD8E7c4Ja2ijpMZ0q4DqgCIcyTDSVJJ05siDOEmOR3inWsTEtiw779Uwv9msC;Xfh;3292631089;0;2631414048;7;814610997;12151154512805549546;2;1980684615048541498;2;96;158;43364;55434;11;108;21513;16059784599395206972;4
