HDR_MESSAGETYPE;HDR_TOPICID;HDR_PARTITIONID;HDR_OFFSETID;HDR_THREADID;produceTime;consumeTime;versionID;HDR_BATCHID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;symbolIndex;basisofAccrualsCalculation;linkedISIN;linkedMIC;linkedCurrency 
12224B;MTXCREFD;0;175;K2CDWMTXCREFD;1707914647592891904;3964237130996646641;331;1;ETLX;DSS_CDW_test;7;7;7;352796078004099579;mN;dJdJn2sbIi47p85uxKE8FCyq5mIWl1v9loiVwvELpNyBpUHpo60JuBH1e0NBl3FP7dxUzM;QWD;2767315310;0;1247936017;7;841345320;7;JuSFRESZF4Fy;Q1Mc;Dko
12224B;MTXCREFD;0;175;K2CDWMTXCREFD;1707914647592891904;3964237130996646641;331;1;ETLX;DSS_CDW_test;7;7;7;352796078004099579;mN;dJdJn2sbIi47p85uxKE8FCyq5mIWl1v9loiVwvELpNyBpUHpo60JuBH1e0NBl3FP7dxUzM;QWD;2767315310;0;1247936017;7;841345320;3;8ohKWEywT9vz;Ruoo;AkD
12224B;MTXCREFD;0;175;K2CDWMTXCREFD;1707914647592891904;3964237130996646641;331;1;ETLX;DSS_CDW_test;7;7;7;352796078004099579;mN;dJdJn2sbIi47p85uxKE8FCyq5mIWl1v9loiVwvELpNyBpUHpo60JuBH1e0NBl3FP7dxUzM;QWD;2767315310;0;1247936017;7;841345320;13;HlINsKntxMef;NNNb;KsN
12224B;MTXCREFD;0;175;K2CDWMTXCREFD;1707914647592891904;3964237130996646641;331;1;ETLX;DSS_CDW_test;7;7;7;352796078004099579;mN;dJdJn2sbIi47p85uxKE8FCyq5mIWl1v9loiVwvELpNyBpUHpo60JuBH1e0NBl3FP7dxUzM;QWD;2767315310;0;1247936017;7;841345320;12;EVYhrKTWPq9P;OjC9;A46
12224B;MTXCREFD;0;176;K2CDWMTXCREFD;1707914647600485632;3425121112545595235;331;1;ETLX;DSS_CDW_test;7;7;7;11491051784184581446;7B;rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1;uUk;2164569466;1;2265274919;7;733634346;5;cCiefRICTvkp;zukJ;WCo
12224B;MTXCREFD;0;176;K2CDWMTXCREFD;1707914647600485632;3425121112545595235;331;1;ETLX;DSS_CDW_test;7;7;7;11491051784184581446;7B;rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1;uUk;2164569466;1;2265274919;7;733634346;3;uTJRrEQrzGPC;Cweg;LpV
12224B;MTXCREFD;0;176;K2CDWMTXCREFD;1707914647600485632;3425121112545595235;331;1;ETLX;DSS_CDW_test;7;7;7;11491051784184581446;7B;rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1;uUk;2164569466;1;2265274919;7;733634346;3;HkZGpwCoySKO;7guS;J0E
12224B;MTXCREFD;0;176;K2CDWMTXCREFD;1707914647600485632;3425121112545595235;331;1;ETLX;DSS_CDW_test;7;7;7;11491051784184581446;7B;rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1;uUk;2164569466;1;2265274919;7;733634346;6;r2lxPl8wra7Y;NCMq;Mkx
12224B;MTXCREFD;0;176;K2CDWMTXCREFD;1707914647600485632;3425121112545595235;331;1;ETLX;DSS_CDW_test;7;7;7;11491051784184581446;7B;rMpkIM2t3nc0O2AZCEUStHW73AUCjNyLDdsfN5oiQ3cSuX7UM3WlJaNzslBo47uSElWlx1;uUk;2164569466;1;2265274919;7;733634346;3;dX1aX5SD5IpW;OxRc;8gq
12224B;MTXCREFD;0;177;K2CDWMTXCREFD;1707914647608102656;4042323062950888469;331;1;ETLX;DSS_CDW_test;7;7;7;8845433091090285547;Rt;6xD8SbAGNGUSyAKuScGIHvS4BgdwbVbgxlNw0r85hs5VxgLTLwhFWfQGgyx25WMNqCXTDg;4on;1613020397;1;2323207793;7;372840;9;c27Jx9ekdWL7;AQap;jcl
12224B;MTXCREFD;0;177;K2CDWMTXCREFD;1707914647608102656;4042323062950888469;331;1;ETLX;DSS_CDW_test;7;7;7;8845433091090285547;Rt;6xD8SbAGNGUSyAKuScGIHvS4BgdwbVbgxlNw0r85hs5VxgLTLwhFWfQGgyx25WMNqCXTDg;4on;1613020397;1;2323207793;7;372840;13;EXAZjvIOaX8N;0vEl;TZ7
12224B;MTXCREFD;0;177;K2CDWMTXCREFD;1707914647608102656;4042323062950888469;331;1;ETLX;DSS_CDW_test;7;7;7;8845433091090285547;Rt;6xD8SbAGNGUSyAKuScGIHvS4BgdwbVbgxlNw0r85hs5VxgLTLwhFWfQGgyx25WMNqCXTDg;4on;1613020397;1;2323207793;7;372840;10;xCKYSt6x0NHI;73QZ;QOH
12224B;MTXCREFD;0;177;K2CDWMTXCREFD;1707914647608102656;4042323062950888469;331;1;ETLX;DSS_CDW_test;7;7;7;8845433091090285547;Rt;6xD8SbAGNGUSyAKuScGIHvS4BgdwbVbgxlNw0r85hs5VxgLTLwhFWfQGgyx25WMNqCXTDg;4on;1613020397;1;2323207793;7;372840;9;LlomL1oCwn87;WI9y;hFv
12224B;MTXCREFD;0;177;K2CDWMTXCREFD;1707914647608102656;4042323062950888469;331;1;ETLX;DSS_CDW_test;7;7;7;8845433091090285547;Rt;6xD8SbAGNGUSyAKuScGIHvS4BgdwbVbgxlNw0r85hs5VxgLTLwhFWfQGgyx25WMNqCXTDg;4on;1613020397;1;2323207793;7;372840;3;Uy7qWBN0o6qQ;dgCF;Pcv
12224B;MTXCREFD;0;178;K2CDWMTXCREFD;1707914647615711744;2874211489974883142;331;1;ETLX;DSS_CDW_test;7;7;7;15219404500678569998;yU;pYzfInj10xax2M5eN0Ke21OzovwHKLodoySra3aH7sMfNBDCiJfUz5yNXX19Wc8nlwiIzW;xNJ;2649737116;0;3640176814;7;411542454;5;vozUQWi0P3zZ;lR0J;phd
12224B;MTXCREFD;0;178;K2CDWMTXCREFD;1707914647615711744;2874211489974883142;331;1;ETLX;DSS_CDW_test;7;7;7;15219404500678569998;yU;pYzfInj10xax2M5eN0Ke21OzovwHKLodoySra3aH7sMfNBDCiJfUz5yNXX19Wc8nlwiIzW;xNJ;2649737116;0;3640176814;7;411542454;4;wgmW6D5tx9z8;EMCk;PHl
12224B;MTXCREFD;0;178;K2CDWMTXCREFD;1707914647615711744;2874211489974883142;331;1;ETLX;DSS_CDW_test;7;7;7;15219404500678569998;yU;pYzfInj10xax2M5eN0Ke21OzovwHKLodoySra3aH7sMfNBDCiJfUz5yNXX19Wc8nlwiIzW;xNJ;2649737116;0;3640176814;7;411542454;6;iiSeUDCFmoH4;pTzy;g9H
12224B;MTXCREFD;0;178;K2CDWMTXCREFD;1707914647615711744;2874211489974883142;331;1;ETLX;DSS_CDW_test;7;7;7;15219404500678569998;yU;pYzfInj10xax2M5eN0Ke21OzovwHKLodoySra3aH7sMfNBDCiJfUz5yNXX19Wc8nlwiIzW;xNJ;2649737116;0;3640176814;7;411542454;12;vfEYnXCuWD7O;RnvU;HdA
12224B;MTXCREFD;0;178;K2CDWMTXCREFD;1707914647615711744;2874211489974883142;331;1;ETLX;DSS_CDW_test;7;7;7;15219404500678569998;yU;pYzfInj10xax2M5eN0Ke21OzovwHKLodoySra3aH7sMfNBDCiJfUz5yNXX19Wc8nlwiIzW;xNJ;2649737116;0;3640176814;7;411542454;10;rKvcmjbr14LF;1PzQ;ei4
12224B;MTXCREFD;0;179;K2CDWMTXCREFD;1707914647623285248;6230176867186298421;331;1;ETLX;DSS_CDW_test;7;7;7;18020418402651892188;OR;Zqxw76YAwHF4CI2lXYRKsjYDvlFVYwXDj8S4uHSIDXXCDD0KsVTeAIiCJss7o90QwqYLdy;pBm;2122758401;0;1600713454;7;326226168;5;FiivbsSFq8zs;CBt9;GeM
12224B;MTXCREFD;0;179;K2CDWMTXCREFD;1707914647623285248;6230176867186298421;331;1;ETLX;DSS_CDW_test;7;7;7;18020418402651892188;OR;Zqxw76YAwHF4CI2lXYRKsjYDvlFVYwXDj8S4uHSIDXXCDD0KsVTeAIiCJss7o90QwqYLdy;pBm;2122758401;0;1600713454;7;326226168;13;w3VYb6qvc2zn;jAJG;MWZ
12224B;MTXCREFD;0;179;K2CDWMTXCREFD;1707914647623285248;6230176867186298421;331;1;ETLX;DSS_CDW_test;7;7;7;18020418402651892188;OR;Zqxw76YAwHF4CI2lXYRKsjYDvlFVYwXDj8S4uHSIDXXCDD0KsVTeAIiCJss7o90QwqYLdy;pBm;2122758401;0;1600713454;7;326226168;5;C0us847eVlV6;ekZ1;YWl
12224B;MTXCREFD;0;179;K2CDWMTXCREFD;1707914647623285248;6230176867186298421;331;1;ETLX;DSS_CDW_test;7;7;7;18020418402651892188;OR;Zqxw76YAwHF4CI2lXYRKsjYDvlFVYwXDj8S4uHSIDXXCDD0KsVTeAIiCJss7o90QwqYLdy;pBm;2122758401;0;1600713454;7;326226168;1;l3aMKcoGv9kB;mMeG;M6T
12224B;MTXCREFD;0;179;K2CDWMTXCREFD;1707914647623285248;6230176867186298421;331;1;ETLX;DSS_CDW_test;7;7;7;18020418402651892188;OR;Zqxw76YAwHF4CI2lXYRKsjYDvlFVYwXDj8S4uHSIDXXCDD0KsVTeAIiCJss7o90QwqYLdy;pBm;2122758401;0;1600713454;7;326226168;2;BMFMfk1VALGj;pLrU;F6y
12224B;MTXCREFD;0;180;K2CDWMTXCREFD;1707914647630900480;2980863532424264694;331;1;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;506920201;6;G515eTLtYGv2;GWkc;bHw
12224B;MTXCREFD;0;180;K2CDWMTXCREFD;1707914647630900480;2980863532424264694;331;1;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;506920201;8;pmIWu8rakXAX;hmhl;2R0
12224B;MTXCREFD;0;180;K2CDWMTXCREFD;1707914647630900480;2980863532424264694;331;1;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;506920201;3;6ytNG6tWFLpN;RwRG;HtO
12224B;MTXCREFD;0;180;K2CDWMTXCREFD;1707914647630900480;2980863532424264694;331;1;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;506920201;6;l9n2Nd72weA4;mTQg;SSc
12224B;MTXCREFD;0;180;K2CDWMTXCREFD;1707914647630900480;2980863532424264694;331;1;ETLX;DSS_CDW_test;7;7;7;10371050094939480451;HB;LYkOB7bCak6OmzXcOTyCFYcZneG2FHfTC5yybvKPgHgzlBL3W2kVaERUI1NsUUjSZE3XjF;mB7;2043360166;1;1449635314;7;506920201;5;mLSLn00f1037;jfRA;yrO
12224B;MTXCREFD;0;181;K2CDWMTXCREFD;1707914647638509824;17823312812634275450;331;1;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;338709066;4;wmLmgYgihP3s;ETXc;EOm
12224B;MTXCREFD;0;181;K2CDWMTXCREFD;1707914647638509824;17823312812634275450;331;1;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;338709066;2;vgcX5qKyjExI;mtur;hL1
12224B;MTXCREFD;0;181;K2CDWMTXCREFD;1707914647638509824;17823312812634275450;331;1;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;338709066;8;oTmoVdHvppev;KvA9;PTF
12224B;MTXCREFD;0;181;K2CDWMTXCREFD;1707914647638509824;17823312812634275450;331;1;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;338709066;12;KhpbaFp4Y9X0;MQf6;JZe
12224B;MTXCREFD;0;181;K2CDWMTXCREFD;1707914647638509824;17823312812634275450;331;1;MOTX;DSS_CDW_test;7;7;7;17295773724827141798;A4;Yd484WmiJB1ncMsdjpMfE0HTf3gzH98sRLJY3K7sJDtxO3CNKF1UtOqhahX4ZGxyetjsCC;nRJ;4063280419;1;1961639532;7;338709066;9;QPS9NALdWfRF;026e;juA
12224B;MTXCREFD;0;182;K2CDWMTXCREFD;1707914647646106624;8951772984443288881;331;1;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;968476971;2;Vf4BU54YNXQa;Pwsa;YiH
12224B;MTXCREFD;0;182;K2CDWMTXCREFD;1707914647646106624;8951772984443288881;331;1;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;968476971;4;mgiGqLseizCm;QCQ6;LXS
12224B;MTXCREFD;0;182;K2CDWMTXCREFD;1707914647646106624;8951772984443288881;331;1;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;968476971;9;h2KHEyPRyf6E;cBnS;pX8
12224B;MTXCREFD;0;182;K2CDWMTXCREFD;1707914647646106624;8951772984443288881;331;1;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;968476971;10;hV5SDPSnZgYi;VO2V;f0m
12224B;MTXCREFD;0;182;K2CDWMTXCREFD;1707914647646106624;8951772984443288881;331;1;MOTX;DSS_CDW_test;7;7;7;14314350040313475973;yO;8eDcpA7oK5EP9K3MiljtqBR6JGKHXB2SSd18IS3WvcN9aNylqL27mpzDWq6MDFTydNd6Re;OD9;3962766034;0;1016289431;7;968476971;13;3Os7O1H0j4oO;aWdF;Ohk
12224B;MTXCREFD;0;183;K2CDWMTXCREFD;1707914647653758464;10946345262050788048;331;1;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;56973008;8;z8tduFii7RJ5;APb5;WJq
12224B;MTXCREFD;0;183;K2CDWMTXCREFD;1707914647653758464;10946345262050788048;331;1;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;56973008;13;GM8JTcWficEA;ICad;Tne
12224B;MTXCREFD;0;183;K2CDWMTXCREFD;1707914647653758464;10946345262050788048;331;1;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;56973008;4;K8FyeUxfQ1B5;hBZg;zCA
12224B;MTXCREFD;0;183;K2CDWMTXCREFD;1707914647653758464;10946345262050788048;331;1;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;56973008;10;9fMHRFQIW10Y;8S0g;YLp
12224B;MTXCREFD;0;183;K2CDWMTXCREFD;1707914647653758464;10946345262050788048;331;1;MOTX;DSS_CDW_test;7;7;7;17301910303167248110;2o;x6PwoqUwqlqOSv4WkFgnDtA2a1jp8oIdJ1LkQdn8h0pzUP9QT3WTueQJmlx2AVdBzbg9nk;w0V;466341198;0;3332272734;7;56973008;7;QRg2AbzX4Qqp;bNJT;2xO
12224B;MTXCREFD;0;184;K2CDWMTXCREFD;1707914647661352448;9873087416933566599;331;1;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;778983872;3;icCICJkd1H6L;FjHa;QuA
12224B;MTXCREFD;0;184;K2CDWMTXCREFD;1707914647661352448;9873087416933566599;331;1;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;778983872;12;zbcxXuPojURr;Z6hU;Rj5
12224B;MTXCREFD;0;184;K2CDWMTXCREFD;1707914647661352448;9873087416933566599;331;1;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;778983872;11;0ciWEzET7UvB;hgPx;q3c
12224B;MTXCREFD;0;184;K2CDWMTXCREFD;1707914647661352448;9873087416933566599;331;1;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;778983872;13;SyrGaeNlLphJ;cv7m;kEZ
12224B;MTXCREFD;0;184;K2CDWMTXCREFD;1707914647661352448;9873087416933566599;331;1;MOTX;DSS_CDW_test;7;7;7;15091849173177922452;Uk;4rmtjvMNPNdDdat80PKsOx0KpxipsdvQVYudUaj8nDOBbj9LSbfbZYT8ElJdLthji0Kv7L;DMc;3083321081;1;695650919;7;778983872;7;o7XfHmuRMFqF;oaKY;vMu
12224B;MTXCREFD;0;185;K2CDWMTXCREFD;1707914647668940288;6856317679284436043;331;1;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;941734235;10;Cw6IZ8GikXhv;9lyT;DXF
12224B;MTXCREFD;0;185;K2CDWMTXCREFD;1707914647668940288;6856317679284436043;331;1;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;941734235;5;TMedtUymfjqA;qghQ;o2e
12224B;MTXCREFD;0;185;K2CDWMTXCREFD;1707914647668940288;6856317679284436043;331;1;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;941734235;11;WAkANWZ0u2MF;ky7H;54E
12224B;MTXCREFD;0;185;K2CDWMTXCREFD;1707914647668940288;6856317679284436043;331;1;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;941734235;8;ojGDAJBuL6nX;p6hs;BzG
12224B;MTXCREFD;0;185;K2CDWMTXCREFD;1707914647668940288;6856317679284436043;331;1;MOTX;DSS_CDW_test;7;7;7;11869602853908844477;2X;egc5VEg4NBdeIJkP1InRnvlnhVysByGEytZbBwvH7lJAWz4svOT9teMkuCFUHUkAgH2yNZ;Tn8;918729049;0;3619853397;7;941734235;13;ipWcKmC5tJB1;Z7Iy;okA
12224B;MTXCREFD;0;186;K2CDWMTXCREFD;1707914647676577792;13574372707241718908;331;1;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;526725252;11;pn8Yzn1BKqLZ;MNvJ;Ber
12224B;MTXCREFD;0;186;K2CDWMTXCREFD;1707914647676577792;13574372707241718908;331;1;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;526725252;6;AAIhaIAzG5I5;iP30;Xok
12224B;MTXCREFD;0;186;K2CDWMTXCREFD;1707914647676577792;13574372707241718908;331;1;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;526725252;12;CQJkI05rCMom;TaNL;eOr
12224B;MTXCREFD;0;186;K2CDWMTXCREFD;1707914647676577792;13574372707241718908;331;1;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;526725252;9;5F1TJN4qraUV;TQMd;Izj
12224B;MTXCREFD;0;186;K2CDWMTXCREFD;1707914647676577792;13574372707241718908;331;1;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;526725252;10;mb7A0VMcsfRw;3gcY;Bln
12224B;MTXCREFD;0;187;K2CDWMTXCREFD;1707914647684180992;5186124040111174176;331;1;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;840387731;10;0V9znXNL9s2E;7IA5;u0D
12224B;MTXCREFD;0;187;K2CDWMTXCREFD;1707914647684180992;5186124040111174176;331;1;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;840387731;11;tayVFxwyFHfU;7wKS;Xz4
12224B;MTXCREFD;0;187;K2CDWMTXCREFD;1707914647684180992;5186124040111174176;331;1;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;840387731;2;Hjnlq1JEuV6E;zx1i;Kmz
12224B;MTXCREFD;0;187;K2CDWMTXCREFD;1707914647684180992;5186124040111174176;331;1;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;840387731;3;HPjCuy7cTwh9;h4pN;OQ4
12224B;MTXCREFD;0;187;K2CDWMTXCREFD;1707914647684180992;5186124040111174176;331;1;MOTX;DSS_CDW_test;7;7;7;13192956387928990247;wn;Qipcwk5vUZ7lo35htMSfmE1nz0C6gtdfQHzhQdQNsZz3OHwPjCWt1KMyeO9GNPHRxYnj0G;cwf;208099716;1;1312301257;7;840387731;10;jd9MGF29HDqB;jgSU;xZZ
12224B;MTXCREFD;0;188;K2CDWMTXCREFD;1707914647691807232;1106725238427095940;331;1;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;293632506;3;tndsl7Jx37u2;Ugui;dc6
12224B;MTXCREFD;0;188;K2CDWMTXCREFD;1707914647691807232;1106725238427095940;331;1;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;293632506;6;JaPMnAxasKID;SXlh;jDL
12224B;MTXCREFD;0;188;K2CDWMTXCREFD;1707914647691807232;1106725238427095940;331;1;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;293632506;4;b3Dz8fkiOjSd;JYzS;NkK
12224B;MTXCREFD;0;188;K2CDWMTXCREFD;1707914647691807232;1106725238427095940;331;1;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;293632506;7;SiFZ0kGVo649;ngzC;GIg
12224B;MTXCREFD;0;188;K2CDWMTXCREFD;1707914647691807232;1106725238427095940;331;1;MOTX;DSS_CDW_test;7;7;7;12767424291471629292;GX;gYF5Bz7tO0o0UVHldyGTUII682evl8BfB3zpHRuZDsmMyc8J2lSVmmJ9NaOzNdszrO8flp;11k;1367226796;1;3263598576;7;293632506;6;DjMDHzpmY7vK;1GFB;7Q2
12224B;MTXCREFD;0;189;K2CDWMTXCREFD;1707914647699444480;10591265754333959478;331;1;MOTX;DSS_CDW_test;7;7;7;10485897325095811193;aO;Ni9uxUb5Hv3V0U4ZKzsHvcdAAZr0w83UDSr2dwLHWkP9DOGXP7nOVOxVdyU1wISOp38VT8;tny;4236904595;0;2107208568;7;457170075;12;QADUwNrLfRuL;GbOZ;Q7o
