msgLen;blockLen;HDR_MESSAGETYPE;schemaID;versionID;HDR_TOPICID;HDR_PARTITIONID;HDR_BATCHID;HDR_OFFSETID;HDR_PRODUCETIME;HDR_CONSUMETIME;HDR_THREADID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;produceTime;consumeTime;eMM;symbolIndex;iSIN;operatingMIC;marketPlace;tradingCurrency;indexLabel;longMnemonic;fullInstrumentName;instrumentShortName2;ratioMultiplierDecimals;priceDecimals;numberOfConstituents;indexCalculationFormula;indexCalculationFrequency;indexBroadcastMode;indexBroadcastFrequency;indexRoutingIndicator;indexMessageBroadcastIndicator;indexLevelBroadcastStartTime;indexLevelBroadcastEndTime;eSGProductClassification;mDGSetOfChannelsID;mDGSetOfChannelsName
367;357;12241;0;331;GISXPIDX;0;0;74;1707915002061390592;6379930711615925741;K2CDWGISXPIDX;SEDX;DSS_CDW_test;7;7;7;13604799834562389145;nq;Wv82OA0jtClZKepHbcZzdD0qswfPYjRcQ3R1S9aUewlGrftdi3DFinN5V6N8fZe5BZCfLo;ach;4169615792;0;1667891578;7;1707915002061390592;6379930711615925741;99;354837546;kDjyCzp563ut;fOUX;YNM;gZu;ffD8cJjUCIQpVRpLTZ;E9jmpE;9zhLZrZqsJabF8fak23mJ7EADBEr9bRXyvVzgChQscJqfulsCteqB9oiUwgWeO8ItBi9Sk9TXr41RYsc71TdmbQlYKTHnH41Ezbr31;KrVFlWOAlyDScwprlthFHIpDZl6oSAgLemuXfhUOn9XGein1yqJQQSkHFjvQcKXj5d;7;7;7067;2;24246;2;8814;0;1;3625719828;3698152424;2;8;7klDbL93aaaRESPnZ2dvbKitxTsv4XS0dDdMoH3eKzkv9qW0k6LzvOYIn3PbWGfkQ2CZNRk3ZkoFm5ddume7H565TU7tH7TJK4Ha
367;357;12241;0;331;GISXPIDX;0;0;75;1707915002062210816;9360974701305271171;K2CDWGISXPIDX;MTAH;DSS_CDW_test;7;7;7;16107250302887779993;Sh;y5iJI7lKI6H9U2Vq7qGynA6byv0VAht0A7Q9oaYZdJr6LJKQSPb148FGbyj3blgpXEPuVN;6dU;2743569216;0;1129791786;7;1707915002062210816;9360974701305271171;6;418664403;6fBzDdDHJ7Cs;LHaY;7o5;Aki;jmoiUo07cMUODM0yqc;1W9P74;Myk79EAiH9FNLcXlnutven7fkRaj2mPKJVqro3T80x8kpLHVdjX7HtrsXEBTgSDnAuSi8rKKjej6OHGQCucsUiSr73DJ6953xrIDvy;pH7JJF8FZJKPlKtkSYT4IPQeyL5le9tRUF7fHBezdzFMFeKDs5Chjyg8aylMDNTSdI;7;7;11442;13;15040;1;39175;0;2;1130696707;2440527539;6;43;lJ80CYKYsuVttbmyj06WgPX3rubgQ2BMd8zDDBLauPPxPqFV0P44nj3UwbOuPI0RhLqc6Eaolvr9JBoUZuWTMU2jqCj86qPle1Qh
367;357;12241;0;331;GISXPIDX;0;0;76;1707915002063017472;10986309895509331606;K2CDWGISXPIDX;ETLX;DSS_CDW_test;7;7;7;10043855042185970472;TG;wFtbwzQkklh8EiLbpdaVkPuFWUdtNZtdIQc3KApWQMgLxHqXQbBJ4QHCT2wmPYUNSGy7k8;Qqu;670568094;0;1886547054;7;1707915002063017472;10986309895509331606;17;586141911;V5Qe2vGVNqoV;NFEW;qOP;0P3;naK4V7CsD4jkdqanYV;QHU8Yw;Oo9kxvHH6J3nVUzPxA4Z0mudMcCGBpCYu4HwXKOrE1983BDhKYjJylYNmcmB21btfmxusc1LmN9tWIBB4YIV6Lp8SBbR47UPmhhOsL;ugOkCGeIa2g5OWz0GONzx2Lur4q1xIfrzqi7gYhE8mKgFlMKYo1IUjWMAYxWxLk254;7;7;23414;11;16614;2;68;1;3;3439883794;315528440;12;21;tePZF0fGRbSGKHUcJPR3mRcE1QpfbwbLEPBm9mXdAQcTR6o4XT2Q5fWpqCvTEz1ghVbEoO1TivPo9ttiyVGx91jr2OAU1u5690hu
367;357;12241;0;331;GISXPIDX;0;0;77;1707915002063826432;10471199488373521785;K2CDWGISXPIDX;ETFP;DSS_CDW_test;7;7;7;14697764618132829375;Dg;rfnDvkhphe7y9vBiZ1Obbb9JLSiVjnxrypVHQYUZRN6xwQx7DF2PAzpKLaGr0UAWuPl5sZ;y9e;1956078322;1;3146580866;7;1707915002063826432;10471199488373521785;10;584956955;DOX4NtG30y1k;GQnq;M6Y;QF5;51aBzvnvASawnHgU6Z;UJ0tjb;cq9b3VvTzPanQ8kHsNC6rqoZLNXMUbVZkJbp0CY87FCbKaw7y6UjsIAYWDitmmkxEj56AHWDTEQRhZECikPPmKOfYcIck67SDi5VHH;B3BTqpDfrEokWGUNrkXU6P0LKuLImckxaP2nVQaVdwmjlHRm6kDRhq9WkJuNnEPuKy;7;7;32347;13;53687;1;45509;0;2;3917020806;4055324024;0;34;MIDAnD8npnFzlY3pTDDVki3VmP2Aw91iQTbXnXNFyo9sTD4lYvNJ77Vhr79EBsvIKYPx9yMuT3PLtEhzZPOcDh6q29oud9KemRwJ
367;357;12241;0;331;GISXPIDX;0;0;78;1707915002064628480;8415257790512734046;K2CDWGISXPIDX;MIVX;DSS_CDW_test;7;7;7;10876687420597401492;IN;0YrTk8qmxXILLSzYXa7i2cHr656UfDDHDErVSOYXfcxppzO1U0d6jtxj1lU5tSXXhxTzTQ;KEK;467432495;1;1446895257;7;1707915002064628480;8415257790512734046;5;840406118;mAlyE6w7xVeQ;oZMs;xUw;inj;ioProcdpZhd5HVseZd;rBn0lf;HegaEEASSYQaWLpXsucQCoagj5LxVDC0BYOeQZ35peQEWdTVxyp5AvtKtO2WJtUy3NamaXxgQ5YEqUBcAfNeVMxFt7N5izFJqCSuAa;jc0oxw3qoahwdfjCg2Eki8YgPwoXvO75jkufMWXxojwyNnXtU5Zg4hFtjJ1qzwfjsa;7;7;29042;12;13439;3;55216;0;0;1954822524;3503970822;2;16;jQYLoVuXrh1j01NJ8yQy9ULYKgv61GOSUXeD5saC8KxmvgTbV534K2gn27WnyKv5Nh9NqZ4KA51w14NwOw0B3r9dvNfZ1l5IO7Ji
367;357;12241;0;331;GISXPIDX;0;0;79;1707915002065437440;10453620269495280261;K2CDWGISXPIDX;MTAH;DSS_CDW_test;7;7;7;13591859895925755072;zZ;f6ImqzSFwElMMmRxOOdWXKFFSYqJwagAhSTFhF4rkwsiyf67hYZdddLOOwb3DLsycHNDwb;9UD;2141840673;1;965100886;7;1707915002065437440;10453620269495280261;5;231362315;JPstdRPnpdbl;UuWP;C8t;uRx;uYdTfuRaCJgK9X0XqW;saMNO1;qCwQvnH0xNth4jaEaH7u2A4omqVCRLwFv7eZSoNCKW56WBiSd3G3rTGVbJnwKgjQiXE5mGuIZgDQ6Aqvp5b3OBe6MVwwd7H9P4Pj95;g4E0TdWW277z7sSMv0xxpNOcnuVyBpR6zLBwQ8VkRyyscUGxnYfd1p9zmmWbjUkkTv;7;7;38316;13;3401;0;40056;0;3;186791823;2687754148;11;22;R0yuhLr7xD4TbLjmiVhRuFEy9UDFYryUPAew3ZJgDLPZzl7gesVTAifWiSZwUKexmSsAb87PuvcmI14H1T9WaMk442BNR0ARGRVd
367;357;12241;0;331;GISXPIDX;0;0;80;1707915002066247168;2212723097453540486;K2CDWGISXPIDX;ETFP;DSS_CDW_test;7;7;7;14697764618132829375;Dg;rfnDvkhphe7y9vBiZ1Obbb9JLSiVjnxrypVHQYUZRN6xwQx7DF2PAzpKLaGr0UAWuPl5sZ;y9e;1956078322;1;3146580866;7;1707915002066247168;2212723097453540486;8;584956955;xldX5E8SO79M;1Xjg;5Rx;OY8;fm6aQAYbbJGUOERgEH;sWmjBO;LsoT56txPnaLQzxJXIGNSPjuureW9hMP2L5EwsuwtzabezwCvJVF47ySD2pLcKElFk2gnhzxE0FbMpswwnA9ZLC7GAIaa2yhvQv0MT;PuDAQ0nrxxegP4JAW0bbE9PmJJ7E0xBUgaEKT1W0CC8yIsLffCmcfXK5c7AH6hVjgj;7;7;12606;4;8717;0;1820;0;1;1820615644;3057507994;4;33;mjOf548JZO1pZXfe5cEBoap7aIQhZISwikt6FFK7O5D54F8KIUB6JkDqwc1PK4TC83awMLR7sQXmZQ5oh25lNGg8o4M0GKh089sk
367;357;12241;0;331;GISXPIDX;0;0;81;1707915002067055616;8299513650751754036;K2CDWGISXPIDX;MTAA;DSS_CDW_test;7;7;7;5200628661262325779;9t;d7lSQy6i8V7QosbRjZFj0leMKk6MWoIgX3jYRFEjPD53q5PYmbMVc1rObMm3tzUH8ejqAv;epj;3570621880;1;1830681795;7;1707915002067055616;8299513650751754036;17;25531303;FZvxkAblvkB8;rkya;GSb;uUA;HSrq3jlT3qhjbygI4f;bBxUNr;SUtv1f0tol6wgIkrJUKTmouoFOXaWfn42zJQ6xI55BkVMKRyWYavwk4d8hi0FC2Uahu5bpWwTtALUfYjK6c043vJINxeULAQG9D89r;2pQL93GIoooW7bC4L5s4mqNyy46jVvy8CZj0PCkVk0qWvRUgUvjoIBxv6vhwCFm2zz;7;7;46907;2;58981;2;44977;0;1;1223634942;3737872832;9;2;BLHfV6C6SlpqE9bDMkDulNUwkH9nImku6ZbkGdrgge09UGaK98cgp5wKib73er30xHu4ShnQsvJetJGYs1eoVF9ONeyAwJhfci3I
367;357;12241;0;331;GISXPIDX;0;0;82;1707915002067866112;403750114767553882;K2CDWGISXPIDX;ATFX;DSS_CDW_test;7;7;7;0;uj;GLPdGOYNx4zBgbDC1wtRx1klDjOwrSsQRUf21VfGqhYEczwWHbxAeP1YyJHfDsDGtZgJ7H;kPH;4294967294;0;4294967293;7;1707915002067866112;403750114767553882;4;969692305;q8GK9MIPN7zI;CQ33;A92;FML;AG0nBvZ2Dnr37cdsu5;Ktru9v;yvOk6S6sruSXItg9I3bSxsRgoYQsa8Q1QMMWhTjdlX8dIq3jFeYYVZXX6R3eDVay7H0lYFbxHwtVHrq7qSssDMbaOFEMPQWrNCCMej;dUQQn1Pxu8niTSSR3abIMtmRqB0SRhJTV0KjVMeKIIKEPMHzgmei6nXpR3cq62yG0k;7;7;24356;3;41056;3;60898;0;0;3554527187;2205740390;9;16;scneebzXGGKmCaT0mHFrADc4iAum3zZ0YXTKHxo4jLSDVqcgsJ3nanqF5zYrXQBJcBn6vEy4MnfEaj5fAZeq9sM5DIWldIGe5eRI
367;357;12241;0;331;GISXPIDX;0;0;83;1707915002068668928;8503996206521308396;K2CDWGISXPIDX;MIVX;DSS_CDW_test;7;7;7;6437697594795834548;0I;KdBrPSp41kBpjqzU2SdJFxkzMvr8gyGnPAPg9hAegcfvn7tPDhbQUzzocm04MuJsoWCGKq;a06;2293955083;0;1749897357;7;1707915002068668928;8503996206521308396;4;410867151;9sJYpzKXnT6Q;gA09;jok;CTw;iZOhBxCkOFQPW9KW5V;1pFZhr;DnN6QZWqJfsqt8zsX4gIsveO93iCvoa13p85N04fqpBpFviQgcOiepqAFg0s1JcfOTczmRq5kOf2dgwHRKpR3loRJPGOZxxDU0k6Kx;hCuwpRCGsCwJw9rtR04VfPR7c8P92URrx48WjjAB2RlBISjvz4Jdn9TbvsbCUYW1ZO;7;7;5935;4;7860;3;59949;1;1;1461123345;2241425519;2;150;OLAaVQGWtgmWDT50CMci8AtIrOdqcJvl7A4GEUZgLIxpCGxXEm4wZsCvSMSJaeRjkqj0YrYnyEwHxADYCDKvDdbw1EpmlRSCG7Y0
367;357;12241;0;331;GISXPIDX;0;0;84;1707915002069482496;2287135494778849083;K2CDWGISXPIDX;EXGM;DSS_CDW_test;7;7;7;13176141444238371383;C5;goy3TWJhek7t85oeTyQLP83JMCiqpNoZxHFeoYqbFGzTCMyIIfTRRf7nfepFrJnYAg6eBG;2pH;2420459378;1;3831053502;7;1707915002069482496;2287135494778849083;11;393921509;39Ygvew5xIXK;kpYx;PCG;F3L;6q3Pku4OqiU8NuTKH6;6g6Y2s;EWaldKgfJU8al0wGfIyfunJgBd7giUEVtxL5LVMHfERKJJMHzcqneYf7tHi9IQncbBGBmNfRn7zqWpLHwIOLcvLlcXBcESdp1WruhC;2vA7FHAlTFRG1DbLSHafB71s3ZXcWK5NseORJCFiFuQFoVDGirbHDIpSyu4srFHreN;7;7;45326;8;15194;0;13409;1;0;1194027203;3530931512;11;29;z37Jm1SUHub5cblTpk7hyiozquR3xhCnetjbZDERUUiWAhgukBBllL6kDXGiG44DZj2z7ehx2z3nmyqZpmFMdSBYzu2m0JH0vc0p
367;357;12241;0;331;GISXPIDX;0;0;85;1707915002070294528;13759078426944138422;K2CDWGISXPIDX;MIVX;DSS_CDW_test;7;7;7;8445089558153260292;oC;tNR9GZMegQGUSEFrWY0ZHM73TsfCZc7bEwyByBpHhhUgLWxhcYigs05uXKbIhT79JcPC5I;pDb;48157226;0;629981124;7;1707915002070294528;13759078426944138422;2;213087042;LixncRlcnYE8;0KFf;VS9;Ler;cDS8ob5JPFQyrYBbhb;VuBrr0;MO15KXRkBgZmd5OWPsjCTp1np1MegcjAFgfpBJK7laZelqdH3Iq8FHMTcYpvwUYkCEankwiG2RT6RFdJARcyJtfmzS0x1WZFJjIhpi;m9M05NRbmWpORo4UVpYE09kwrf7jZ92biLCu73nBNid7ZTyWD0zQiM8ui8N4370TWy;7;7;11893;11;7497;0;31202;1;1;2149064550;3444444543;11;34;zr8240r2zD6PJ73a01KFa5NiLchnQJRGaEnxCQpz57wZXNih6OG89AGxJPEA1EDFAgdV0rCbpQTTxNyyiSFuh9TYAX6na3Wjoe0i
367;357;12241;0;331;GISXPIDX;0;0;86;1707915002071106560;8422641442607916153;K2CDWGISXPIDX;MTAA;DSS_CDW_test;7;7;7;12521463125458750881;Gf;d65LFjoKfHv1QWUp47jodnlcNbRl9pwOTzcDOMe7ks1nuARNxuho7RydEg1OJgW7j4s6iK;413;4231920129;0;2032486976;7;1707915002071106560;8422641442607916153;15;588523366;rS7gBh1pci9T;Oj6o;4Ea;kb3;VsjzNCosJytTBTujIX;814Vcg;OIPn6YhKPOOlIuuEyTEnLuPfbs2kyf9PYaGOqE2HUN4uiMNJptjKaKUlafiKV7RjEGinShEuslkA8PuSBz5kkzxD4PkfrOPd207Fzj;KTRWsRMTq3ydh5Wa1WaWdoxztCe4DAUquLER9ITMeV8iAbLwRemuIXFBvCYKrgcnXM;7;7;58451;4;63946;2;49929;1;1;714134578;3531615440;1;28;Via3dCmQ9FoOrVouwEUIrq58jKifSuLv5acIFIVRGICRF5Yoczly5zbSRNc30k9PkAAPtv3BG74I0v7vK6zSLEcwtbfXZGtiX6Jq
367;357;12241;0;331;GISXPIDX;0;0;87;1707915002071918848;14637889640974905513;K2CDWGISXPIDX;ETFP;DSS_CDW_test;7;7;7;9848883454440340583;EJ;pcRDaAkms5RTF26dRq7DsjfOELBZharWXfUGlpiGd7tKUl4j703deHGQYpLxc9a62m1XvL;gn4;4139956870;1;1521830368;7;1707915002071918848;14637889640974905513;1;783519657;xgjfL9zPtpJQ;wCeg;B3b;avd;lcElEz7mYiuGTdUcfB;1wKktp;nMhacElZvlQkKWJH8cXXwhJTesCMwBVkdC5c3gqkbTVRLkUqaRdDhkRQXeVF8wBYSejWWlaclXLMvbc6AsVfDmHoiGoPMzpInLuKYR;pNr9BBJL3i3jD9m8hEU9ClIgozsSojaIPm76P3e5DsvlKnQNId0cgjvpo2NlFbbMZE;7;7;3607;9;32837;2;39965;1;3;86919241;2252561277;10;8;RCcNgdPX7FcPGK7jgQXM1ROqrhcS9Bqhzi2f5t6BWvKeeS9yikxdhi1RLoaCKSRGA8BqwKUzertEI5HI6nniqf3C5qBGCLJJbyox
367;357;12241;0;331;GISXPIDX;0;0;88;1707915002072729344;4299249379579006990;K2CDWGISXPIDX;SEDX;DSS_CDW_test;7;7;7;2783946669380047195;Oa;mQ2VUztgmK2dTmOtt91u678WwI7kf1IAPcHL6T2fMBoCPksBOeTQECumhOOqcw5VIIyf0s;73x;3274536388;1;1881204819;7;1707915002072729344;4299249379579006990;11;338352934;tllQO7JVFquV;NyBG;icn;dm1;EbXRlILd8pAGBhyKNR;yKlaQa;6rDi8EDvqseO5pzby1ia93RdCwCRQDJkiZ6vVqtYDNj5ReTl6hpwo2DE9XatyTTkIw4mIKuWdqswBp5O1DwSVxtQEfxSAFaqA1juCE;zKHvkxEuFqSijle1LXiPrRzNNVxjs3l7GAsrkgsu2NkKzzAUwYuNPWKKH0mEmpx71u;7;7;9919;6;19224;1;28439;1;2;1807564919;2647779764;11;29;3bEiPOz69Q5XsKCo3PbaEMlWJVOD4KOSh1mtoYJNft3ZlO5aP46tKtmz6tfkBMpH3oWSUbgGDEUOLkUtAeWg1zL3RiPYfOKbZd8B
367;357;12241;0;331;GISXPIDX;0;0;89;1707915002073530880;13113015412862603906;K2CDWGISXPIDX;MIVX;DSS_CDW_test;7;7;7;6626312878980010912;A7;XpJ7cVaRyMP30xrLVjb2DWNh9ZaSjgvjw5YoFvjZvV64vsdrARuyXeNZBwa6YHzBH1Vevb;95U;313942368;1;3542517590;7;1707915002073530880;13113015412862603906;2;782873053;YVcualtRIMJx;yt0Q;OE1;PRF;wCdZiXlI4iNl4FbM5n;0IjPpM;nv9XkCUbpp3hGBG0Mlh9szpWGyloOe0sn1J94OmQdSMa8t9gE1JLS0U9XaYIUu9zGLGVU6gL54sJDbNEi6j8yqXnyRKGPy9uzJqJbv;mHAwsQX11JzybOQgrOYhAJAXmX9fG99iFmAYh9LrMzmX5Lc6ClVK02bmsmBdfpHj8x;7;7;36955;10;49756;1;36252;1;2;4210560302;3420864990;10;2;jXrOhZoE7BSIj5Kinw1uRIMImerOk6ZLBwOAKh6FjnK56MXp7qktUXAq1Ry96jbXw2StRoyvxpMAktrewteUEuusT16bKIDESrqx
367;357;12241;0;331;GISXPIDX;0;0;90;1707915002074348544;2756546814675003123;K2CDWGISXPIDX;MOTX;DSS_CDW_test;7;7;7;4304038278104595839;bm;cthTYnAm2VXfdsNiky5YLoSlKJbVrSZ5jhjTDUp9eaB9riBAV1Wt4PTdhcD3MoOe5Hihu1;ZGz;3460919413;1;3053356509;7;1707915002074348544;2756546814675003123;10;526725252;oHKRBCtzEfmj;Rutf;6iX;pBW;sBPeSS1vS2yKFCDbie;tYiwAU;3L7SsO8CNe332oWnq1f6fQhGnY8zze9YmcZsfFUndcGdUZqpYyYrLO77ochvWGF8gsQEZXnDvc2DmuvXMNQ3xI2Q3sHEr1tmjQXHaK;RaBWZ3ZrpzDswyiTHrQkKlvAZppQPUe4gj35m7UcdFHVDN6vchXisFV9g3Aw19RjmT;7;7;11560;13;27180;3;3951;1;1;2595209337;2387176492;4;43;iN6kO9ZcnOdoYzXbUO0GFddalpS2MR6voaS0RprSKehRyMxiH5i0ltcxr5dcCEths5oZUKlwBUKxSd6WDZgNM2XvhPYl6i3zwHWc
367;357;12241;0;331;GISXPIDX;0;0;91;1707915002075155200;8902838547701542097;K2CDWGISXPIDX;SEDX;DSS_CDW_test;7;7;7;18446744073709551612;8n;6EdEl6DJL4CHIU9Ra3uHjoJ2tIR8YEYVD8WPMSp5HRGUjr9BYVPFjHxJ4WjN0voO8y4Nh7;7st;4294967284;251;2147483647;7;1707915002075155200;8902838547701542097;10;355525551;PcJJ0Pynvg2h;n1bL;3ke;WHI;J7UjQjmO8KYqM2W18R;kPDhQE;ZByxABJqpJTc4v59TwdNGb584UOa6D0xJnXVLvKFSoXevK5gKylWbd2LyqzrTa3kqoHjpOJUMtCHliMT005j1i3pstlEHUdKDLTrjP;F9nL6HP6cnoFlYn7eXqpnbTH1LjsT3jGcBVCdgdW7HIGkL4N2ghTKaSLd9N8AjCknC;7;7;53292;11;6488;2;3686;1;1;564890948;3363693081;10;23;93ISERIJdFFI2eqTh9tXrVDrlpm0GxsNVuHysDdKosqaeCW1lJ4IQPCH4VTKtDTECCIcx7KyFIAHKEnxTR6np9Cv5pU4cY0UUsVf
367;357;12241;0;331;GISXPIDX;0;0;92;1707915002075970560;6882319501527201868;K2CDWGISXPIDX;SEDX;DSS_CDW_test;7;7;7;5683707346998751134;ep;nM4lmPRpouklbuo44cS5rwoO43XxTjZmnBJTEmZ4h6eLmxMTvcBsrBiJO1UrGPqgG8W6No;Iju;3605301586;1;2419071390;7;1707915002075970560;6882319501527201868;10;571771961;bqiEcxPi9V7R;z0ZE;huX;qjY;xI4OlmEfISrN11jMsW;0hchmY;ic7ATo3XZvIh99DhE26TQRHrOIyTVvrg6zLFUOMlQ5kkh8LP3aD8UoixUX2LTLNBLM70gWPL9pxl8QMKv4qWqzJmIl5D8tcRwRK76H;ZCoRgfUFJDaVZwBG99nY8ZSf199KCplDuezXAaMFSAriKZAuzbV8PFQoDVVIQeeB1e;7;7;38393;2;30978;2;34949;1;2;1801089739;1035006427;7;29;x2pLFggqm9u1BdYfIc2NbuC0LZx4PC2xsj8zfreO52vrP2nV1vMSFuiLqSc7uxxKS1fAmjc2yRUbMqZMG7Ja5jvfCutk3AaX0Mgl
367;357;12241;0;331;GISXPIDX;0;0;93;1707915002076782592;17862811551812990204;K2CDWGISXPIDX;MTAH;DSS_CDW_test;7;7;7;5335225445799982555;AD;Jg6ib2ZECG9EPFc8IFgyokv5r12rEQ5oTwjHF9LFx3q7HRi5vQoGCXGaavtZOIynA2xqhd;XIU;1988816536;1;1403079657;7;1707915002076782592;17862811551812990204;9;356770038;uM7ddvdwI5pQ;xHiU;AXf;FSC;8d39GSNDGV9GaxIB7G;HqN7tg;rYDJmYf0TdQutpjK5zMRrCuarDxlWDCaoOvQCzxYKEIhK7MOUtTeVJdfsIrSbsOCCpgyNLoNslDs0zl4DkhljsmSB0LtEayPGGMuZH;wT3aLUvP6bhK3DW25j29KgbFA4HcOboQsy4y39YazZZqNHtlb4rjs9RTgw5VpyiIeV;7;7;40041;2;54920;3;15360;1;2;3458711629;160353425;4;27;whenZng5pFVA8UVNOLlhmwBSOaNaspAmJwDrAVxpCVFn6drL5atrI1wJB1AfFg8VVnmgISgXKhvam4rlwklnfo5R65B7Vc0wXjnF
367;357;12241;0;331;GISXPIDX;0;0;94;1707915002077589760;10307726265014154057;K2CDWGISXPIDX;SEDX;DSS_CDW_test;7;7;7;15646377313048821340;ef;6AI2VuKYuSoO6MTaedrvJIrkcsIWwNSpn2C156y1uXoqTfKmFsfMKUzmrfeq2T3RF0ZRDz;UEQ;756666793;0;1953160713;7;1707915002077589760;10307726265014154057;15;236162361;dPGycUdbXCdy;BdfK;IGb;vwZ;a3fqC8EvuEl9m4Dvb8;6iDtJt;FIv7x6sYCqyMi4ld29OmXhGvWJm7n8LuX6pytCUtjCJYZHu8tyIYWDLvhPsMFm8haqfE3UKhvfAEqOiOGARAVEiHEnQ7TxOfvtZziC;yYY9ds6JYWeqKQHM7TGd5wnYOMu7wmuHGwIlGps8D8YR6Yjee7fNkpRs8enec6HBXb;7;7;61556;11;27880;0;50075;1;0;1028814111;2410312724;11;1;ISQ3WqfmgtKQtOwgKeBwe49eAVBOL5YVZgh1yyqecLIbxRqMDrQ3BzviJyCvePpZxzOlteAQt81TaAhXoXjQqfVSxkAsUPY041Ta
367;357;12241;0;331;GISXPIDX;0;0;95;1707915002078401024;1367944499860067285;K2CDWGISXPIDX;MTAA;DSS_CDW_test;7;7;7;4640402740626867509;ip;TO96hkuUkDICr2jjAYWIfrWOXmdSiGesV7DAK8LapQei2GowH06EGxbUpgzAmJ6n1NREUD;Cei;1113971318;0;339277556;7;1707915002078401024;1367944499860067285;8;162618251;hI61oskR1Wdg;aMVE;TJT;kbH;jZ0mUtgTYJw84RRejP;c389Kp;1sRp7RwFYfATaY7h4ZVbMIcaRslGhU2GMoNVqO4otHIVuG2oHakEdk6zq9Aqk3OsUXyGDqDdHX7PkHd2F493fxULQQ4OnmW1flKwgU;XMuooyTOZYiPYUhbS3Xg0xypsulSMImRBFEu5HYduLKLe7SQJpLItHo2ff1TYUtJEv;7;7;45619;13;30402;1;6789;1;3;2547125757;4011384242;3;41;SFsaxtB97U2fvc6jo4EEG1Near9oeu0b60CBfa0et0zBBJiWe3yhVU24QohjmnStso0IxIJeD2VqZDEOVUDD9WyxqbYuVhPGIxCT
367;357;12241;0;331;GISXPIDX;0;0;96;1707915002079211264;723367961593559075;K2CDWGISXPIDX;EXGM;DSS_CDW_test;7;7;7;12641822112283066665;Kz;vtyaoOQwxIkSZH28TpXNQvLDZYKwWLH42IHCGPPgjHaOvb2biBgwxjRDgIIm5TnhGBn3er;IvE;481675619;0;2965735876;7;1707915002079211264;723367961593559075;99;845948744;etYe9v1WTrqG;gtcD;Uxi;P9S;sjd2EZlPchFrTQyw8y;Xu1rHn;oSQfqAdOfCBj3GbZFGWRPrUsSV7LrcGQn9IcdOqnNqu6QDJINv14UnT65RJD72Gncg4mXQY1RULpVUJU1cEBliUOKxpQoOyNkafmx1;6RnVDoEBnSbark6wqWpXbTWyVVH4dUl0wFvL1iejnohlh6fkG0Sz4mYqeBayKVPySV;7;7;39100;4;15052;1;26264;1;2;1771653616;362059012;12;18;nfEhtEgeFpmfwhb8qv5QsjI0IiqpfJYKe22soXlj24WsRF6dKqCxWlOZQUiXdfH7zIfxT3zjs53alrEQAUgBZ5oofmyoNOues9bv
367;357;12241;0;331;GISXPIDX;0;0;97;1707915002080022272;11417556330996045573;K2CDWGISXPIDX;XMOT;DSS_CDW_test;7;7;7;5303326178663608342;Pn;XJlQPvPWm7ytmgoSSmeANWn9BFRTT6s6QEP9oZ800tSzC4qwVW9BGeAdC6m9gNoXmhyIDk;qHX;1387213759;0;1902731345;7;1707915002080022272;11417556330996045573;15;32654720;1JbmW8Aez7SQ;UbJr;1IM;gJq;Fmy0IQyGvgO0jziFyx;aACBYv;Jh7VEZyCfXqn6eDEAzXX4qii81v00w4TCK2AH47j70t2rgVrrQ0t1iLsEPv9sqTcdibEZ603k4HvhYEX6mae8CkaRJvV0DDFRDqSXK;kwDlHjL8IK5jkB5VkwyuiwuZ4jc9khI0NSUfh9tZpQnyizi2lLRVnqNHYrpcs80wyo;7;7;57092;13;30723;2;51031;1;3;2118754095;3946560836;12;1;TChzvB8bEp9BiWckOrGnyZGtrI8fZQS3kqjleFUyJQRdqOJO25yYYrsrPmgSIanGnCG1d1JjqmqMCwvTE9Nfe0sUAaxtaj3GPXEk
367;357;12241;0;331;GISXPIDX;0;0;98;1707915002080830720;2997827861475370520;K2CDWGISXPIDX;SEDX;DSS_CDW_test;7;7;7;7001165310921257812;KK;KbJIjflGiGZjXXW8g0UfZKSqSbrvFIoWreNqAOGUuYasnBu0k4EGgFem07VzYAY6qEPB4I;wUC;602357629;1;1971263874;7;1707915002080830720;2997827861475370520;99;493822760;dhrYAr8TAKEj;fCQ4;58d;vwx;yACvejucC8dXPW6vyS;F3uQEj;QSiWkwC03jMABwfRmtJFJxVKaKDb2CtgEiVlF4y5kj0kDP1ZpGq2bdz4Jg8BFX2SUAcwUp1p73DsxVVqvazNITUPRmJmOPFmXabBI1;HXDDXgIK3L7920durJHCIjTDrzOxMyIiKBWbZUMmpNaNTKkbXdDpDaOOqN2MIikzWK;7;7;37528;13;12719;2;64398;1;1;3219748279;3918319851;3;35;BShOmDTKcsmlKGv3A3R6J1bazpGERBg5kJX5J6euaNkyv02PpeZg7gTTaEUYhDD8hzo9joZPvAFUsm66bh8AM3XcsmNJtAIAMTRl
