HDR_MIC;HDR_MESSAGETYPE;HDR_TOPICID;HDR_PARTITIONID;HDR_OFFSETID;HDR_THREADID;produceTime;consumeTime;versionID;eMM;marketModel;iMSActive;valuationTradeType;aIPType;dynamicCollarReferencePriceSource;dynamicCollarLogic;collarUnhaltDelay;collarMaxUnhaltNb;collarUncrossingExpansionFactor;staticCollarLogic;staticCollarReferencePriceSource;rFEConfirmationPeriod;orderPriceControlReferencePriceSource;offerOnlyAuthorizationIndicator
-;12233A;MTXCREFD;0;3494;K2CDWMTXCREFD;1707914795191144448;17493915128085810084;331;10;4;48;2;0;45;0;670844761;162;184;1;161;-476219360;88;17
-;12233A;MTXCREFD;0;3494;K2CDWMTXCREFD;1707914795191144448;17493915128085810084;331;14;6;182;0;1;20;3;1671238968;240;208;1;162;-1086688209;93;250
-;12233A;MTXCREFD;0;3495;K2CDWMTXCREFD;1707914795194224128;2412411636041087975;331;11;7;198;6;0;79;0;2350815621;2;146;0;75;-929574815;207;68
-;12233A;MTXCREFD;0;3495;K2CDWMTXCREFD;1707914795194224128;2412411636041087975;331;6;6;61;5;2;207;2;2248722757;102;240;0;54;-1087840568;4;225
-;12233A;MTXCREFD;0;3495;K2CDWMTXCREFD;1707914795194224128;2412411636041087975;331;15;2;36;3;2;139;0;2820949248;91;186;1;243;-1862735021;136;46
-;12233A;MTXCREFD;0;3495;K2CDWMTXCREFD;1707914795194224128;2412411636041087975;331;17;4;44;1;3;162;0;1743553288;90;159;0;13;1298231760;111;24
-;12233A;MTXCREFD;0;3495;K2CDWMTXCREFD;1707914795194224128;2412411636041087975;331;14;3;72;1;0;94;3;1420242184;233;201;0;253;1116748732;84;95
-;12233A;MTXCREFD;0;3496;K2CDWMTXCREFD;1707914795197289728;16536690574544774366;331;4;7;39;3;1;178;0;1402362045;53;27;0;183;1090157198;179;33
-;12233A;MTXCREFD;0;3496;K2CDWMTXCREFD;1707914795197289728;16536690574544774366;331;14;8;252;1;2;189;3;666694584;254;80;0;109;-312143028;112;77
-;12233A;MTXCREFD;0;3496;K2CDWMTXCREFD;1707914795197289728;16536690574544774366;331;8;4;146;6;0;144;0;1704022605;119;103;0;228;773033162;192;63
-;12233A;MTXCREFD;0;3496;K2CDWMTXCREFD;1707914795197289728;16536690574544774366;331;99;3;217;5;2;143;2;3379609533;49;181;1;137;707049955;200;53
-;12233A;MTXCREFD;0;3496;K2CDWMTXCREFD;1707914795197289728;16536690574544774366;331;2;6;71;6;1;1;3;463442723;191;199;1;7;-882982612;142;27
-;12233A;MTXCREFD;0;3497;K2CDWMTXCREFD;1707914795200361728;17253054124263370686;331;8;1;118;3;3;67;0;2545131326;22;44;1;212;1198456018;84;147
-;12233A;MTXCREFD;0;3497;K2CDWMTXCREFD;1707914795200361728;17253054124263370686;331;17;1;5;6;1;187;2;1542644497;74;80;0;;1002219675;215;204
-;12233A;MTXCREFD;0;3497;K2CDWMTXCREFD;1707914795200361728;17253054124263370686;331;8;2;221;4;2;52;3;1762800193;51;141;1;146;1780355882;130;92
-;12233A;MTXCREFD;0;3497;K2CDWMTXCREFD;1707914795200361728;17253054124263370686;331;17;8;231;2;1;44;3;3258047409;66;128;0;186;-1955106618;180;39
-;12233A;MTXCREFD;0;3497;K2CDWMTXCREFD;1707914795200361728;17253054124263370686;331;8;8;95;2;2;189;0;2592615607;190;240;1;163;-2146945431;36;164
-;12233A;MTXCREFD;0;3498;K2CDWMTXCREFD;1707914795203427840;17661815079577360799;331;6;1;145;0;1;118;3;1915854342;0;236;0;174;-961000978;48;226
-;12233A;MTXCREFD;0;3498;K2CDWMTXCREFD;1707914795203427840;17661815079577360799;331;9;6;197;3;0;106;2;1315779929;27;188;0;221;1976978968;195;35
-;12233A;MTXCREFD;0;3498;K2CDWMTXCREFD;1707914795203427840;17661815079577360799;331;11;2;75;4;1;243;0;2673054994;6;199;0;197;-2073714027;147;245
-;12233A;MTXCREFD;0;3498;K2CDWMTXCREFD;1707914795203427840;17661815079577360799;331;4;6;138;3;0;107;3;883645777;161;65;0;242;503910792;4;43
-;12233A;MTXCREFD;0;3498;K2CDWMTXCREFD;1707914795203427840;17661815079577360799;331;1;2;165;6;1;242;2;2877364163;217;195;0;229;1636154123;76;171
-;12233A;MTXCREFD;0;3499;K2CDWMTXCREFD;1707914795206497280;7467532886161297559;331;8;7;223;0;1;36;0;1150970;46;28;1;122;-1214241791;59;139
-;12233A;MTXCREFD;0;3499;K2CDWMTXCREFD;1707914795206497280;7467532886161297559;331;9;2;12;0;3;211;3;4269493745;138;214;0;212;935889517;133;41
-;12233A;MTXCREFD;0;3499;K2CDWMTXCREFD;1707914795206497280;7467532886161297559;331;8;2;149;4;1;209;2;601794909;93;105;1;216;665023535;116;197
-;12233A;MTXCREFD;0;3499;K2CDWMTXCREFD;1707914795206497280;7467532886161297559;331;4;4;221;1;0;35;2;1874691498;233;195;1;182;-307523677;136;35
-;12233A;MTXCREFD;0;3499;K2CDWMTXCREFD;1707914795206497280;7467532886161297559;331;9;4;172;1;0;220;3;1710521890;60;108;1;225;-195570124;211;95
-;12233A;MTXCREFD;0;3500;K2CDWMTXCREFD;1707914795209582848;5453864519302370524;331;11;7;12;2;1;141;3;2717817953;185;218;1;216;1250389199;234;56
-;12233A;MTXCREFD;0;3500;K2CDWMTXCREFD;1707914795209582848;5453864519302370524;331;15;5;200;5;2;253;0;2318710911;181;251;1;80;-1975518502;227;22
-;12233A;MTXCREFD;0;3500;K2CDWMTXCREFD;1707914795209582848;5453864519302370524;331;1;8;27;4;3;127;2;258111672;169;53;1;213;-1265484429;128;117
-;12233A;MTXCREFD;0;3500;K2CDWMTXCREFD;1707914795209582848;5453864519302370524;331;4;3;88;0;2;71;3;2624739623;4;137;1;229;575399152;208;21
-;12233A;MTXCREFD;0;3500;K2CDWMTXCREFD;1707914795209582848;5453864519302370524;331;1;1;153;4;2;210;2;1365012744;182;115;1;18;-1903254890;232;32
-;12233A;MTXCREFD;0;3501;K2CDWMTXCREFD;1707914795212652800;15341178252997917383;331;17;5;50;6;3;117;3;1164420657;57;196;0;92;-836925540;126;89
-;12233A;MTXCREFD;0;3501;K2CDWMTXCREFD;1707914795212652800;15341178252997917383;331;17;3;201;6;1;87;0;41766280;164;51;0;146;769988992;93;250
-;12233A;MTXCREFD;0;3501;K2CDWMTXCREFD;1707914795212652800;15341178252997917383;331;10;6;15;4;1;127;3;835841797;187;92;0;149;-1702760049;0;220
-;12233A;MTXCREFD;0;3501;K2CDWMTXCREFD;1707914795212652800;15341178252997917383;331;7;7;230;4;0;223;3;2560367931;210;87;1;48;-498503547;143;53
-;12233A;MTXCREFD;0;3501;K2CDWMTXCREFD;1707914795212652800;15341178252997917383;331;6;7;81;1;2;51;3;3153532190;233;239;0;6;-552014232;189;194
-;12233A;MTXCREFD;0;3502;K2CDWMTXCREFD;1707914795215723008;898147316062688157;331;17;1;92;3;0;115;3;228227491;13;190;0;55;-765017079;20;190
-;12233A;MTXCREFD;0;3502;K2CDWMTXCREFD;1707914795215723008;898147316062688157;331;11;4;3;2;1;82;0;1074831604;224;178;1;59;-544606190;190;209
-;12233A;MTXCREFD;0;3502;K2CDWMTXCREFD;1707914795215723008;898147316062688157;331;2;8;184;2;0;178;3;3886716016;119;136;0;177;973769391;121;52
-;12233A;MTXCREFD;0;3502;K2CDWMTXCREFD;1707914795215723008;898147316062688157;331;14;5;241;6;0;76;2;1202030681;40;110;0;103;-1322618110;226;195
-;12233A;MTXCREFD;0;3502;K2CDWMTXCREFD;1707914795215723008;898147316062688157;331;5;7;169;0;2;1;3;3948315843;134;128;1;38;129343780;90;184
-;12233A;MTXCREFD;0;3503;K2CDWMTXCREFD;1707914795218806528;1002634538549937034;331;11;5;4;3;3;164;2;4174509053;19;144;1;39;937509491;133;188
-;12233A;MTXCREFD;0;3503;K2CDWMTXCREFD;1707914795218806528;1002634538549937034;331;99;5;5;1;1;67;0;3373770140;64;193;1;119;-2068262385;41;214
-;12233A;MTXCREFD;0;3503;K2CDWMTXCREFD;1707914795218806528;1002634538549937034;331;2;3;148;5;3;128;0;2488248968;57;71;1;94;1003263489;85;200
-;12233A;MTXCREFD;0;3503;K2CDWMTXCREFD;1707914795218806528;1002634538549937034;331;11;2;125;6;3;185;2;1919586576;116;3;1;211;-245258693;98;123
-;12233A;MTXCREFD;0;3503;K2CDWMTXCREFD;1707914795218806528;1002634538549937034;331;11;5;253;5;2;81;3;2042315118;208;146;0;164;-1387958074;244;121
-;12233A;MTXCREFD;0;3504;K2CDWMTXCREFD;1707914795221862400;5180489878516831603;331;7;4;196;1;2;241;3;3422962742;155;174;1;52;-2011312119;47;107
-;12233A;MTXCREFD;0;3504;K2CDWMTXCREFD;1707914795221862400;5180489878516831603;331;8;3;233;5;0;13;3;1557658589;238;94;0;230;1005358892;97;80
-;12233A;MTXCREFD;0;3504;K2CDWMTXCREFD;1707914795221862400;5180489878516831603;331;2;1;228;0;3;200;2;2722593576;113;27;0;98;-1731154221;110;77
-;12233A;MTXCREFD;0;3504;K2CDWMTXCREFD;1707914795221862400;5180489878516831603;331;7;4;240;2;2;214;2;1299911194;85;170;0;212;-1479518804;16;73
-;12233A;MTXCREFD;0;3504;K2CDWMTXCREFD;1707914795221862400;5180489878516831603;331;4;6;114;5;1;219;3;2818353980;182;71;1;187;1246478633;106;94
-;12233A;MTXCREFD;0;3505;K2CDWMTXCREFD;1707914795224930048;11729737429406319682;331;6;8;79;6;2;159;0;1738544901;140;80;0;232;-428535981;36;148
-;12233A;MTXCREFD;0;3505;K2CDWMTXCREFD;1707914795224930048;11729737429406319682;331;6;2;183;3;0;202;3;214082407;236;146;0;149;1031716924;240;121
-;12233A;MTXCREFD;0;3505;K2CDWMTXCREFD;1707914795224930048;11729737429406319682;331;9;2;138;4;1;196;3;1280617226;195;130;0;64;113765239;245;52
-;12233A;MTXCREFD;0;3505;K2CDWMTXCREFD;1707914795224930048;11729737429406319682;331;5;1;19;0;3;93;2;3517245595;47;219;0;126;518610965;202;37
-;12233A;MTXCREFD;0;3505;K2CDWMTXCREFD;1707914795224930048;11729737429406319682;331;4;8;84;2;3;218;3;2650214324;100;190;1;73;-188576881;184;46
-;12233A;MTXCREFD;0;3506;K2CDWMTXCREFD;1707914795227990016;4964378511310299965;331;9;4;204;4;0;11;3;105110375;78;133;0;155;298885557;230;209
-;12233A;MTXCREFD;0;3506;K2CDWMTXCREFD;1707914795227990016;4964378511310299965;331;7;3;78;2;2;72;0;895368289;9;129;1;111;-518508946;79;132
-;12233A;MTXCREFD;0;3506;K2CDWMTXCREFD;1707914795227990016;4964378511310299965;331;2;8;48;3;2;109;2;4028280186;224;96;1;98;-1075200220;243;62
-;12233A;MTXCREFD;0;3506;K2CDWMTXCREFD;1707914795227990016;4964378511310299965;331;2;8;9;4;3;76;2;1203341207;64;88;1;96;-1757661517;243;135
-;12233A;MTXCREFD;0;3506;K2CDWMTXCREFD;1707914795227990016;4964378511310299965;331;17;5;141;4;2;230;2;183544935;121;37;1;251;518396224;184;252
-;12233A;MTXCREFD;0;3507;K2CDWMTXCREFD;1707914795231064832;6544067627089520177;331;2;1;208;4;0;223;3;2407337589;124;11;1;203;1146334470;80;47
-;12233A;MTXCREFD;0;3507;K2CDWMTXCREFD;1707914795231064832;6544067627089520177;331;6;2;123;5;0;244;2;3130823715;137;123;0;96;1550563933;2;241
-;12233A;MTXCREFD;0;3507;K2CDWMTXCREFD;1707914795231064832;6544067627089520177;331;1;4;91;5;1;184;3;3092475830;159;83;0;202;-365285797;180;221
-;12233A;MTXCREFD;0;3507;K2CDWMTXCREFD;1707914795231064832;6544067627089520177;331;7;7;112;6;2;56;2;3491330092;244;63;0;87;1190919298;204;9
-;12233A;MTXCREFD;0;3507;K2CDWMTXCREFD;1707914795231064832;6544067627089520177;331;7;3;253;1;0;234;0;2861745970;195;172;0;36;-221262200;161;204
-;12233A;MTXCREFD;0;3508;K2CDWMTXCREFD;1707914795234130944;17805849031120875139;331;11;7;24;6;1;62;3;112333813;128;203;0;164;879830265;198;85
-;12233A;MTXCREFD;0;3508;K2CDWMTXCREFD;1707914795234130944;17805849031120875139;331;14;5;213;2;1;151;0;742004207;19;64;1;163;647995126;113;149
-;12233A;MTXCREFD;0;3508;K2CDWMTXCREFD;1707914795234130944;17805849031120875139;331;10;4;150;1;2;220;0;4091949819;244;73;0;122;-1248227456;228;72
-;12233A;MTXCREFD;0;3508;K2CDWMTXCREFD;1707914795234130944;17805849031120875139;331;17;3;90;1;2;92;0;170780764;109;243;0;90;-220443183;38;232
-;12233A;MTXCREFD;0;3508;K2CDWMTXCREFD;1707914795234130944;17805849031120875139;331;7;2;85;2;1;146;0;4144381827;13;28;0;241;131378919;37;177
-;12233A;MTXCREFD;0;3509;K2CDWMTXCREFD;1707914795237205760;918032473026824982;331;5;1;221;2;1;56;0;2392981593;214;206;0;153;-1837826630;175;42
-;12233A;MTXCREFD;0;3509;K2CDWMTXCREFD;1707914795237205760;918032473026824982;331;2;6;14;3;0;200;2;3771840721;251;154;1;56;613654071;97;238
-;12233A;MTXCREFD;0;3509;K2CDWMTXCREFD;1707914795237205760;918032473026824982;331;7;3;76;1;3;231;2;1527985256;48;150;0;26;-1776759637;219;173
-;12233A;MTXCREFD;0;3509;K2CDWMTXCREFD;1707914795237205760;918032473026824982;331;14;6;24;6;3;22;2;4185633867;67;182;1;214;-927385166;143;88
-;12233A;MTXCREFD;0;3509;K2CDWMTXCREFD;1707914795237205760;918032473026824982;331;9;1;67;1;0;248;3;614534076;28;249;0;150;1534603333;51;126
-;12233A;MTXCREFD;0;3510;K2CDWMTXCREFD;1707914795240273408;1126134289566364405;331;4;1;53;2;1;23;2;169516972;228;105;1;166;838468444;116;154
-;12233A;MTXCREFD;0;3510;K2CDWMTXCREFD;1707914795240273408;1126134289566364405;331;9;2;61;6;1;118;2;1590422846;212;61;1;7;-1773386117;34;53
-;12233A;MTXCREFD;0;3510;K2CDWMTXCREFD;1707914795240273408;1126134289566364405;331;4;5;149;4;0;128;2;3617205470;57;151;1;187;1325709824;240;206
-;12233A;MTXCREFD;0;3510;K2CDWMTXCREFD;1707914795240273408;1126134289566364405;331;10;2;209;5;1;17;2;4123334659;104;130;0;230;-1791328161;71;22
-;12233A;MTXCREFD;0;3510;K2CDWMTXCREFD;1707914795240273408;1126134289566364405;331;2;1;62;1;2;134;2;2669289499;9;168;1;71;-2047464256;244;224
-;12233A;MTXCREFD;0;3511;K2CDWMTXCREFD;1707914795243342336;8384974946259276730;331;2;1;154;1;1;201;3;3317547552;66;36;1;236;291405710;125;70
-;12233A;MTXCREFD;0;3511;K2CDWMTXCREFD;1707914795243342336;8384974946259276730;331;15;8;221;3;3;205;2;2905892753;130;61;1;106;162561031;174;107
-;12233A;MTXCREFD;0;3511;K2CDWMTXCREFD;1707914795243342336;8384974946259276730;331;14;2;224;2;0;11;0;4025238554;48;216;1;225;-600891454;23;13
-;12233A;MTXCREFD;0;3511;K2CDWMTXCREFD;1707914795243342336;8384974946259276730;331;10;8;219;3;0;106;2;3941315524;119;232;1;174;569379092;104;49
-;12233A;MTXCREFD;0;3511;K2CDWMTXCREFD;1707914795243342336;8384974946259276730;331;6;5;104;4;3;217;0;2346903806;245;182;1;242;-2081015675;233;72
-;12233A;MTXCREFD;0;3512;K2CDWMTXCREFD;1707914795246425856;13653353403781537709;331;6;4;13;5;3;14;3;3684532958;78;197;1;196;1738595090;227;195
-;12233A;MTXCREFD;0;3512;K2CDWMTXCREFD;1707914795246425856;13653353403781537709;331;1;5;194;4;1;251;2;2845488427;217;94;1;150;-2124557044;205;143
-;12233A;MTXCREFD;0;3512;K2CDWMTXCREFD;1707914795246425856;13653353403781537709;331;4;4;95;1;0;110;2;519862167;89;171;0;123;372238091;124;42
-;12233A;MTXCREFD;0;3512;K2CDWMTXCREFD;1707914795246425856;13653353403781537709;331;10;2;228;5;0;16;3;2187601975;2;112;0;21;818227204;188;217
-;12233A;MTXCREFD;0;3512;K2CDWMTXCREFD;1707914795246425856;13653353403781537709;331;4;1;195;4;3;47;0;3000795630;192;248;1;102;-2071966776;164;21
-;12233A;MTXCREFD;0;3513;K2CDWMTXCREFD;1707914795249493248;17850447707230443437;331;6;2;69;1;1;207;3;123467995;50;148;1;95;-29116935;149;116
-;12233A;MTXCREFD;0;3513;K2CDWMTXCREFD;1707914795249493248;17850447707230443437;331;9;6;30;5;3;146;0;2965190631;218;156;1;100;1328904198;237;24
-;12233A;MTXCREFD;0;3513;K2CDWMTXCREFD;1707914795249493248;17850447707230443437;331;99;5;106;3;3;193;0;1394122445;128;212;0;152;-1662613861;2;159
-;12233A;MTXCREFD;0;3513;K2CDWMTXCREFD;1707914795249493248;17850447707230443437;331;5;5;89;1;3;181;3;3233051309;35;7;0;68;-1174307829;45;162
-;12233A;MTXCREFD;0;3513;K2CDWMTXCREFD;1707914795249493248;17850447707230443437;331;9;2;73;1;1;198;3;2154144064;22;31;0;10;-1518462643;161;92
-;12233A;MTXCREFD;0;3514;K2CDWMTXCREFD;1707914795252569856;6989556120638995675;331;14;6;168;6;0;221;2;3205124348;209;182;1;227;-219810562;243;117
-;12233A;MTXCREFD;0;3514;K2CDWMTXCREFD;1707914795252569856;6989556120638995675;331;11;5;164;4;2;155;3;2145844888;81;154;0;97;673350936;187;
-;12233A;MTXCREFD;0;3514;K2CDWMTXCREFD;1707914795252569856;6989556120638995675;331;4;4;33;3;0;226;3;2292747590;40;186;1;147;-1148725777;150;133
-;12233A;MTXCREFD;0;3514;K2CDWMTXCREFD;1707914795252569856;6989556120638995675;331;99;8;202;0;0;191;3;4269920877;111;241;1;20;-1692061716;151;192
-;12233A;MTXCREFD;0;3514;K2CDWMTXCREFD;1707914795252569856;6989556120638995675;331;10;2;39;1;1;196;3;887377548;75;112;1;163;315151869;147;92
-;12233A;MTXCREFD;0;3515;K2CDWMTXCREFD;1707914795255635200;16710602839185067701;331;8;6;116;6;1;200;2;1220752841;58;92;0;29;-2090228945;127;213
-;12233A;MTXCREFD;0;3515;K2CDWMTXCREFD;1707914795255635200;16710602839185067701;331;5;7;78;3;3;123;3;860195353;96;65;0;216;-597563412;21;187
-;12233A;MTXCREFD;0;3515;K2CDWMTXCREFD;1707914795255635200;16710602839185067701;331;8;4;68;3;1;97;3;962687112;249;25;1;230;-149043703;66;210
-;12233A;MTXCREFD;0;3515;K2CDWMTXCREFD;1707914795255635200;16710602839185067701;331;15;2;72;3;1;224;0;2505176928;106;173;1;93;2014970968;189;118
-;12233A;MTXCREFD;0;3515;K2CDWMTXCREFD;1707914795255635200;16710602839185067701;331;7;7;234;4;0;224;3;3642584248;128;186;0;181;-1765157232;54;49
-;12233A;MTXCREFD;0;3516;K2CDWMTXCREFD;1707914795258698752;8424376452002309378;331;2;6;17;2;0;225;0;2609656777;216;180;1;145;-1010358165;66;144
-;12233A;MTXCREFD;0;3516;K2CDWMTXCREFD;1707914795258698752;8424376452002309378;331;15;5;97;0;1;67;0;2299987570;;241;1;14;2053234907;191;186
-;12233A;MTXCREFD;0;3516;K2CDWMTXCREFD;1707914795258698752;8424376452002309378;331;7;5;249;0;1;209;3;98690040;239;204;0;5;1307411388;56;190
-;12233A;MTXCREFD;0;3516;K2CDWMTXCREFD;1707914795258698752;8424376452002309378;331;15;5;195;6;0;33;2;968635963;134;131;1;10;-886047490;191;47
-;12233A;MTXCREFD;0;3516;K2CDWMTXCREFD;1707914795258698752;8424376452002309378;331;99;1;1;3;1;57;2;1996971289;189;102;0;73;-1202200560;190;39
-;12233A;MTXCREFD;0;3517;K2CDWMTXCREFD;1707914795261760256;1166608649975102227;331;8;1;71;6;0;191;3;1835741581;213;167;1;224;724566452;97;93
-;12233A;MTXCREFD;0;3517;K2CDWMTXCREFD;1707914795261760256;1166608649975102227;331;8;6;105;6;1;107;0;1713950721;121;;1;131;270900833;30;205
-;12233A;MTXCREFD;0;3517;K2CDWMTXCREFD;1707914795261760256;1166608649975102227;331;6;5;107;1;3;135;0;1071014689;36;154;1;219;-759693441;82;233
-;12233A;MTXCREFD;0;3517;K2CDWMTXCREFD;1707914795261760256;1166608649975102227;331;99;1;166;3;1;51;0;287916577;240;190;0;161;911440552;12;197
-;12233A;MTXCREFD;0;3517;K2CDWMTXCREFD;1707914795261760256;1166608649975102227;331;8;8;118;4;1;135;0;1372872085;206;60;0;234;890425816;107;50
-;12233A;MTXCREFD;0;3518;K2CDWMTXCREFD;1707914795264823296;16055296630622291951;331;11;4;146;0;3;195;2;114727241;238;145;0;79;-1860667415;196;162
-;12233A;MTXCREFD;0;3518;K2CDWMTXCREFD;1707914795264823296;16055296630622291951;331;14;6;162;2;3;144;0;3793676891;119;57;0;122;-525891671;53;47
-;12233A;MTXCREFD;0;3518;K2CDWMTXCREFD;1707914795264823296;16055296630622291951;331;10;4;230;4;1;157;0;3864969691;36;78;0;157;1291716101;226;110
-;12233A;MTXCREFD;0;3518;K2CDWMTXCREFD;1707914795264823296;16055296630622291951;331;11;2;95;6;0;217;3;1176928110;115;55;1;177;1165036653;192;215
-;12233A;MTXCREFD;0;3518;K2CDWMTXCREFD;1707914795264823296;16055296630622291951;331;2;3;121;1;1;142;3;111776360;107;130;1;247;-728983202;131;51
-;12233A;MTXCREFD;0;3519;K2CDWMTXCREFD;1707914795267896832;8521363117780192078;331;9;5;194;0;1;180;3;2467216003;190;124;1;164;-634029011;86;96
-;12233A;MTXCREFD;0;3519;K2CDWMTXCREFD;1707914795267896832;8521363117780192078;331;1;3;196;0;2;177;2;2110623392;182;214;0;22;1817159933;188;228
-;12233A;MTXCREFD;0;3519;K2CDWMTXCREFD;1707914795267896832;8521363117780192078;331;17;4;151;2;0;116;3;2492695968;205;246;1;251;616946093;89;94
-;12233A;MTXCREFD;0;3519;K2CDWMTXCREFD;1707914795267896832;8521363117780192078;331;1;2;52;1;3;147;3;1069023357;227;84;0;39;1765159035;135;243
-;12233A;MTXCREFD;0;3519;K2CDWMTXCREFD;1707914795267896832;8521363117780192078;331;1;5;0;3;1;127;3;202956787;216;83;0;250;-1011866774;147;46
-;12233A;MTXCREFD;0;3520;K2CDWMTXCREFD;1707914795270959616;17835786892819098192;331;4;8;128;6;0;212;0;2600400410;167;77;1;96;1548805953;243;200
-;12233A;MTXCREFD;0;3520;K2CDWMTXCREFD;1707914795270959616;17835786892819098192;331;14;3;211;3;0;253;0;422514454;196;197;1;25;339948260;36;188
-;12233A;MTXCREFD;0;3520;K2CDWMTXCREFD;1707914795270959616;17835786892819098192;331;14;6;107;2;2;9;3;711390482;19;124;1;82;-1393476490;223;78
-;12233A;MTXCREFD;0;3520;K2CDWMTXCREFD;1707914795270959616;17835786892819098192;331;2;7;160;3;1;;2;106717124;153;197;1;244;114474569;176;102
-;12233A;MTXCREFD;0;3520;K2CDWMTXCREFD;1707914795270959616;17835786892819098192;331;1;4;187;2;1;30;2;3577230348;14;110;1;151;-1126166844;37;25
-;12233A;MTXCREFD;0;3521;K2CDWMTXCREFD;1707914795274018560;13766407717362765379;331;15;3;129;3;0;130;2;542983791;178;115;1;186;1213972622;37;191
-;12233A;MTXCREFD;0;3521;K2CDWMTXCREFD;1707914795274018560;13766407717362765379;331;14;6;33;1;3;221;0;3490534372;184;177;1;168;924503053;101;172
-;12233A;MTXCREFD;0;3521;K2CDWMTXCREFD;1707914795274018560;13766407717362765379;331;99;1;192;6;3;54;0;1747379497;1;252;0;140;-665508286;156;27
-;12233A;MTXCREFD;0;3521;K2CDWMTXCREFD;1707914795274018560;13766407717362765379;331;7;6;125;2;2;244;2;1975145525;2;180;0;249;-30706196;73;146
-;12233A;MTXCREFD;0;3521;K2CDWMTXCREFD;1707914795274018560;13766407717362765379;331;14;8;20;0;1;80;3;696822742;207;249;1;209;-631741108;6;141
-;12233A;MTXCREFD;0;3522;K2CDWMTXCREFD;1707914795277093120;6616399844845434516;331;7;5;55;5;2;112;2;3983851026;181;149;0;40;-1634347218;238;0
-;12233A;MTXCREFD;0;3522;K2CDWMTXCREFD;1707914795277093120;6616399844845434516;331;2;5;210;2;0;202;0;1421081757;95;211;0;168;-221837052;191;124
-;12233A;MTXCREFD;0;3522;K2CDWMTXCREFD;1707914795277093120;6616399844845434516;331;10;6;231;0;1;133;0;3207773781;204;57;0;54;-1638567275;177;30
-;12233A;MTXCREFD;0;3522;K2CDWMTXCREFD;1707914795277093120;6616399844845434516;331;5;6;90;5;3;90;2;3288031935;179;187;1;159;747700318;21;56
-;12233A;MTXCREFD;0;3522;K2CDWMTXCREFD;1707914795277093120;6616399844845434516;331;1;8;150;5;2;251;3;1935887132;185;110;0;243;-2110802050;236;248
-;12233A;MTXCREFD;0;3523;K2CDWMTXCREFD;1707914795280185344;13105082814559439048;331;14;5;140;0;0;62;3;1829050763;206;144;0;30;1005829583;187;104
-;12233A;MTXCREFD;0;3523;K2CDWMTXCREFD;1707914795280185344;13105082814559439048;331;9;2;57;2;3;162;3;3428932557;232;148;1;149;-99327259;227;95
-;12233A;MTXCREFD;0;3523;K2CDWMTXCREFD;1707914795280185344;13105082814559439048;331;7;6;58;0;3;59;3;2033080249;62;40;1;78;1990266318;88;28
-;12233A;MTXCREFD;0;3523;K2CDWMTXCREFD;1707914795280185344;13105082814559439048;331;7;3;152;6;1;232;3;1698854029;80;130;1;19;-793854579;150;80
-;12233A;MTXCREFD;0;3523;K2CDWMTXCREFD;1707914795280185344;13105082814559439048;331;4;6;103;0;0;19;0;2619778114;249;90;1;140;-1085203032;30;26
-;12233A;MTXCREFD;0;3524;K2CDWMTXCREFD;1707914795283249408;5750074964480274416;331;14;4;204;6;2;58;3;3567933683;31;217;0;100;-141450844;221;238
-;12233A;MTXCREFD;0;3524;K2CDWMTXCREFD;1707914795283249408;5750074964480274416;331;14;7;69;5;2;151;0;1339598794;69;125;0;218;569374627;33;62
-;12233A;MTXCREFD;0;3524;K2CDWMTXCREFD;1707914795283249408;5750074964480274416;331;99;6;211;1;0;207;3;1818690512;145;13;1;51;-648057406;245;170
-;12233A;MTXCREFD;0;3524;K2CDWMTXCREFD;1707914795283249408;5750074964480274416;331;11;6;6;4;0;223;2;4214011104;205;75;0;214;-1666814181;163;39
-;12233A;MTXCREFD;0;3524;K2CDWMTXCREFD;1707914795283249408;5750074964480274416;331;11;8;105;3;2;187;2;2900281015;37;234;1;177;-1357784004;203;228
-;12233A;MTXCREFD;0;3525;K2CDWMTXCREFD;1707914795286319104;12554231919331722150;331;6;1;135;2;0;72;0;3901181824;121;167;0;28;-979114503;154;26
-;12233A;MTXCREFD;0;3525;K2CDWMTXCREFD;1707914795286319104;12554231919331722150;331;15;8;47;4;0;108;2;2068775508;172;2;0;53;1174516419;199;115
-;12233A;MTXCREFD;0;3525;K2CDWMTXCREFD;1707914795286319104;12554231919331722150;331;6;7;10;0;1;136;0;1489019211;251;131;0;106;-628290557;131;35
-;12233A;MTXCREFD;0;3525;K2CDWMTXCREFD;1707914795286319104;12554231919331722150;331;17;5;17;6;0;200;2;580792153;93;165;1;233;885990100;74;214
-;12233A;MTXCREFD;0;3525;K2CDWMTXCREFD;1707914795286319104;12554231919331722150;331;10;1;194;0;2;52;0;1740590734;96;0;1;210;225774234;108;2
-;12233A;MTXCREFD;0;3526;K2CDWMTXCREFD;1707914795289392896;13094040934605329930;331;8;1;39;2;3;33;0;3285196926;73;15;0;66;438896917;196;117
-;12233A;MTXCREFD;0;3526;K2CDWMTXCREFD;1707914795289392896;13094040934605329930;331;9;2;249;1;3;53;0;3142828380;136;20;0;21;-1923484016;12;249
-;12233A;MTXCREFD;0;3526;K2CDWMTXCREFD;1707914795289392896;13094040934605329930;331;5;4;93;5;3;182;2;462016790;134;177;1;65;-553985355;173;195
