HDR_MESSAGETYPE;HDR_TOPICID;HDR_PARTITIONID;HDR_OFFSETID;HDR_THREADID;produceTime;consumeTime;versionID;HDR_BATCHID;HDR_MIC;ENR_ISIN;ENR_PRICEDECIMALS;ENR_AMOUNTDECIMALS;ENR_QUANTITYDECIMALS;ENR_INSTRUMENTID;ENR_INSTRUMENTGROUPCODE;ENR_OFFICIALSEGMENT;ENR_TRADINGCURRENCY;ENR_CURRENCYCOEFFICIENT;ENR_TRADINGCURRENCYINDICATOR;ENR_POOLFACTOR;ENR_INSTRUMENTDECIMALSRATIO;symbolIndex;eMM;patternID;tickSizeIndexID;marketModel;lotSize;instUnitExp;orderEntryModel 
12224A;MTXCREFD;0;211;K2CDWMTXCREFD;1707914647867260160;11064311299833660389;331;1;SEDX;DSS_CDW_test;7;7;7;10507740887165735935;r7;0WccAx4yPuDEK6AsnxM2VgqzVCU02OAwXxFsxvHUUUETdIgTovHqeiqrXD0y6Hzmdab4Z4;Fnn;2519685314;1;181852641;7;177707962;7;5307;3;7;5024003987120831784;5;17
12224A;MTXCREFD;0;211;K2CDWMTXCREFD;1707914647867260160;11064311299833660389;331;1;SEDX;DSS_CDW_test;7;7;7;10507740887165735935;r7;0WccAx4yPuDEK6AsnxM2VgqzVCU02OAwXxFsxvHUUUETdIgTovHqeiqrXD0y6Hzmdab4Z4;Fnn;2519685314;1;181852641;7;177707962;9;42865;3;7;12706903853401890344;7;5
12224A;MTXCREFD;0;211;K2CDWMTXCREFD;1707914647867260160;11064311299833660389;331;1;SEDX;DSS_CDW_test;7;7;7;10507740887165735935;r7;0WccAx4yPuDEK6AsnxM2VgqzVCU02OAwXxFsxvHUUUETdIgTovHqeiqrXD0y6Hzmdab4Z4;Fnn;2519685314;1;181852641;7;177707962;7;45348;4;1;12085154450142705872;5;19
12224A;MTXCREFD;0;212;K2CDWMTXCREFD;1707914647874852608;8386484873576299670;331;1;SEDX;DSS_CDW_test;7;7;7;17025639208009389191;BJ;rDsQBv0qWQKHOtFwIw61aMIdZt2oCq7mMKhIXfMBtqTZmhtALIqqbCt3HI1tRHhN58QRn8;yKZ;3818979563;0;3927492164;7;850417414;2;25795;4;6;202464629583399727;5;16
12224A;MTXCREFD;0;212;K2CDWMTXCREFD;1707914647874852608;8386484873576299670;331;1;SEDX;DSS_CDW_test;7;7;7;17025639208009389191;BJ;rDsQBv0qWQKHOtFwIw61aMIdZt2oCq7mMKhIXfMBtqTZmhtALIqqbCt3HI1tRHhN58QRn8;yKZ;3818979563;0;3927492164;7;850417414;11;56765;3;7;16215400656824793338;9;15
12224A;MTXCREFD;0;212;K2CDWMTXCREFD;1707914647874852608;8386484873576299670;331;1;SEDX;DSS_CDW_test;7;7;7;17025639208009389191;BJ;rDsQBv0qWQKHOtFwIw61aMIdZt2oCq7mMKhIXfMBtqTZmhtALIqqbCt3HI1tRHhN58QRn8;yKZ;3818979563;0;3927492164;7;850417414;6;41504;3;2;17736984078984432637;7;10
12224A;MTXCREFD;0;212;K2CDWMTXCREFD;1707914647874852608;8386484873576299670;331;1;SEDX;DSS_CDW_test;7;7;7;17025639208009389191;BJ;rDsQBv0qWQKHOtFwIw61aMIdZt2oCq7mMKhIXfMBtqTZmhtALIqqbCt3HI1tRHhN58QRn8;yKZ;3818979563;0;3927492164;7;850417414;7;42518;5;6;9899895642913517581;4;7
12224A;MTXCREFD;0;212;K2CDWMTXCREFD;1707914647874852608;8386484873576299670;331;1;SEDX;DSS_CDW_test;7;7;7;17025639208009389191;BJ;rDsQBv0qWQKHOtFwIw61aMIdZt2oCq7mMKhIXfMBtqTZmhtALIqqbCt3HI1tRHhN58QRn8;yKZ;3818979563;0;3927492164;7;850417414;9;48981;1;4;18372387952395460788;3;19
12224A;MTXCREFD;0;213;K2CDWMTXCREFD;1707914647882438656;9099601052406944211;331;1;SEDX;DSS_CDW_test;7;7;7;1225024392578737793;Lu;7l2wKT2IudYJgSd7xUGD2fcdDshQAlPY7MWXng33moAoTLjFTyEF09R9irRnV7QlXLBVxQ;zyp;1087523540;0;1116760316;7;650176422;2;57341;5;7;9105163549926110249;7;9
12224A;MTXCREFD;0;213;K2CDWMTXCREFD;1707914647882438656;9099601052406944211;331;1;SEDX;DSS_CDW_test;7;7;7;1225024392578737793;Lu;7l2wKT2IudYJgSd7xUGD2fcdDshQAlPY7MWXng33moAoTLjFTyEF09R9irRnV7QlXLBVxQ;zyp;1087523540;0;1116760316;7;650176422;17;46377;4;6;4094175542963857461;4;16
12224A;MTXCREFD;0;213;K2CDWMTXCREFD;1707914647882438656;9099601052406944211;331;1;SEDX;DSS_CDW_test;7;7;7;1225024392578737793;Lu;7l2wKT2IudYJgSd7xUGD2fcdDshQAlPY7MWXng33moAoTLjFTyEF09R9irRnV7QlXLBVxQ;zyp;1087523540;0;1116760316;7;650176422;4;18503;3;1;10334108121372345413;4;6
12224A;MTXCREFD;0;213;K2CDWMTXCREFD;1707914647882438656;9099601052406944211;331;1;SEDX;DSS_CDW_test;7;7;7;1225024392578737793;Lu;7l2wKT2IudYJgSd7xUGD2fcdDshQAlPY7MWXng33moAoTLjFTyEF09R9irRnV7QlXLBVxQ;zyp;1087523540;0;1116760316;7;650176422;6;43001;4;7;14459920343860300710;5;8
12224A;MTXCREFD;0;213;K2CDWMTXCREFD;1707914647882438656;9099601052406944211;331;1;SEDX;DSS_CDW_test;7;7;7;1225024392578737793;Lu;7l2wKT2IudYJgSd7xUGD2fcdDshQAlPY7MWXng33moAoTLjFTyEF09R9irRnV7QlXLBVxQ;zyp;1087523540;0;1116760316;7;650176422;10;20563;3;6;10622302428646123064;9;11
12224A;MTXCREFD;0;214;K2CDWMTXCREFD;1707914647890052352;1041760051042966000;331;1;SEDX;DSS_CDW_test;7;7;7;12542800833602624961;yI;Hf9fLzOBmlrkamWAHMwkjOWBQvKSsP9p5uGLaTYehw20VUtMKlX6GODnRU76H2MSQzzETU;NDy;2458137713;0;3291237633;7;273371376;14;29833;5;3;1814229871065241942;5;3
12224A;MTXCREFD;0;214;K2CDWMTXCREFD;1707914647890052352;1041760051042966000;331;1;SEDX;DSS_CDW_test;7;7;7;12542800833602624961;yI;Hf9fLzOBmlrkamWAHMwkjOWBQvKSsP9p5uGLaTYehw20VUtMKlX6GODnRU76H2MSQzzETU;NDy;2458137713;0;3291237633;7;273371376;11;44402;4;7;15979695498940535175;8;10
12224A;MTXCREFD;0;214;K2CDWMTXCREFD;1707914647890052352;1041760051042966000;331;1;SEDX;DSS_CDW_test;7;7;7;12542800833602624961;yI;Hf9fLzOBmlrkamWAHMwkjOWBQvKSsP9p5uGLaTYehw20VUtMKlX6GODnRU76H2MSQzzETU;NDy;2458137713;0;3291237633;7;273371376;99;37479;1;5;4902693486921419848;5;9
12224A;MTXCREFD;0;214;K2CDWMTXCREFD;1707914647890052352;1041760051042966000;331;1;SEDX;DSS_CDW_test;7;7;7;12542800833602624961;yI;Hf9fLzOBmlrkamWAHMwkjOWBQvKSsP9p5uGLaTYehw20VUtMKlX6GODnRU76H2MSQzzETU;NDy;2458137713;0;3291237633;7;273371376;99;22574;3;4;6207866943259447758;9;8
12224A;MTXCREFD;0;214;K2CDWMTXCREFD;1707914647890052352;1041760051042966000;331;1;SEDX;DSS_CDW_test;7;7;7;12542800833602624961;yI;Hf9fLzOBmlrkamWAHMwkjOWBQvKSsP9p5uGLaTYehw20VUtMKlX6GODnRU76H2MSQzzETU;NDy;2458137713;0;3291237633;7;273371376;14;19341;2;5;15091429718613067457;4;11
12224A;MTXCREFD;0;215;K2CDWMTXCREFD;1707914647897647360;7889659524047042400;331;1;SEDX;DSS_CDW_test;7;7;7;1923596569799240162;YR;MFDMUANVIMKjubSSj2x50ufkIL1e4Rgmj6OsyJa2SEzT7K3LP3jr6h7jIJb0biQz3RjPcR;UQl;260465426;0;2334806526;7;742696025;2;6188;2;7;9463986633884785093;4;17
12224A;MTXCREFD;0;215;K2CDWMTXCREFD;1707914647897647360;7889659524047042400;331;1;SEDX;DSS_CDW_test;7;7;7;1923596569799240162;YR;MFDMUANVIMKjubSSj2x50ufkIL1e4Rgmj6OsyJa2SEzT7K3LP3jr6h7jIJb0biQz3RjPcR;UQl;260465426;0;2334806526;7;742696025;7;27899;3;5;16534327633267035016;7;20
12224A;MTXCREFD;0;215;K2CDWMTXCREFD;1707914647897647360;7889659524047042400;331;1;SEDX;DSS_CDW_test;7;7;7;1923596569799240162;YR;MFDMUANVIMKjubSSj2x50ufkIL1e4Rgmj6OsyJa2SEzT7K3LP3jr6h7jIJb0biQz3RjPcR;UQl;260465426;0;2334806526;7;742696025;15;43915;2;6;6025210814371367715;8;17
12224A;MTXCREFD;0;215;K2CDWMTXCREFD;1707914647897647360;7889659524047042400;331;1;SEDX;DSS_CDW_test;7;7;7;1923596569799240162;YR;MFDMUANVIMKjubSSj2x50ufkIL1e4Rgmj6OsyJa2SEzT7K3LP3jr6h7jIJb0biQz3RjPcR;UQl;260465426;0;2334806526;7;742696025;4;15251;3;1;17119871933239380029;1;10
12224A;MTXCREFD;0;215;K2CDWMTXCREFD;1707914647897647360;7889659524047042400;331;1;SEDX;DSS_CDW_test;7;7;7;1923596569799240162;YR;MFDMUANVIMKjubSSj2x50ufkIL1e4Rgmj6OsyJa2SEzT7K3LP3jr6h7jIJb0biQz3RjPcR;UQl;260465426;0;2334806526;7;742696025;9;29043;5;4;18209040535622949342;8;11
12224A;MTXCREFD;0;216;K2CDWMTXCREFD;1707914647905284096;10313127064440404500;331;1;SEDX;DSS_CDW_test;7;7;7;15646377313048821340;ef;6AI2VuKYuSoO6MTaedrvJIrkcsIWwNSpn2C156y1uXoqTfKmFsfMKUzmrfeq2T3RF0ZRDz;UEQ;756666793;0;1953160713;7;236162361;17;4114;5;6;3966671434160124505;2;18
12224A;MTXCREFD;0;216;K2CDWMTXCREFD;1707914647905284096;10313127064440404500;331;1;SEDX;DSS_CDW_test;7;7;7;15646377313048821340;ef;6AI2VuKYuSoO6MTaedrvJIrkcsIWwNSpn2C156y1uXoqTfKmFsfMKUzmrfeq2T3RF0ZRDz;UEQ;756666793;0;1953160713;7;236162361;1;26869;3;5;14437998517352724139;4;1
12224A;MTXCREFD;0;216;K2CDWMTXCREFD;1707914647905284096;10313127064440404500;331;1;SEDX;DSS_CDW_test;7;7;7;15646377313048821340;ef;6AI2VuKYuSoO6MTaedrvJIrkcsIWwNSpn2C156y1uXoqTfKmFsfMKUzmrfeq2T3RF0ZRDz;UEQ;756666793;0;1953160713;7;236162361;15;24249;3;5;13801833275396243857;7;2
12224A;MTXCREFD;0;216;K2CDWMTXCREFD;1707914647905284096;10313127064440404500;331;1;SEDX;DSS_CDW_test;7;7;7;15646377313048821340;ef;6AI2VuKYuSoO6MTaedrvJIrkcsIWwNSpn2C156y1uXoqTfKmFsfMKUzmrfeq2T3RF0ZRDz;UEQ;756666793;0;1953160713;7;236162361;99;16791;3;7;16585804834534757625;5;16
12224A;MTXCREFD;0;216;K2CDWMTXCREFD;1707914647905284096;10313127064440404500;331;1;SEDX;DSS_CDW_test;7;7;7;15646377313048821340;ef;6AI2VuKYuSoO6MTaedrvJIrkcsIWwNSpn2C156y1uXoqTfKmFsfMKUzmrfeq2T3RF0ZRDz;UEQ;756666793;0;1953160713;7;236162361;6;28092;3;8;9225584275198800656;9;3
12224A;MTXCREFD;0;217;K2CDWMTXCREFD;1707914647912923136;2803433579631299661;331;1;SEDX;DSS_CDW_test;7;7;7;13604799834562389145;nq;Wv82OA0jtClZKepHbcZzdD0qswfPYjRcQ3R1S9aUewlGrftdi3DFinN5V6N8fZe5BZCfLo;ach;4169615792;0;1667891578;7;354837546;17;61736;4;6;8073027835177003539;7;3
12224A;MTXCREFD;0;217;K2CDWMTXCREFD;1707914647912923136;2803433579631299661;331;1;SEDX;DSS_CDW_test;7;7;7;13604799834562389145;nq;Wv82OA0jtClZKepHbcZzdD0qswfPYjRcQ3R1S9aUewlGrftdi3DFinN5V6N8fZe5BZCfLo;ach;4169615792;0;1667891578;7;354837546;5;4201;1;3;16034707053676991745;9;10
12224A;MTXCREFD;0;217;K2CDWMTXCREFD;1707914647912923136;2803433579631299661;331;1;SEDX;DSS_CDW_test;7;7;7;13604799834562389145;nq;Wv82OA0jtClZKepHbcZzdD0qswfPYjRcQ3R1S9aUewlGrftdi3DFinN5V6N8fZe5BZCfLo;ach;4169615792;0;1667891578;7;354837546;14;3344;2;6;18124720049557178273;8;21
12224A;MTXCREFD;0;217;K2CDWMTXCREFD;1707914647912923136;2803433579631299661;331;1;SEDX;DSS_CDW_test;7;7;7;13604799834562389145;nq;Wv82OA0jtClZKepHbcZzdD0qswfPYjRcQ3R1S9aUewlGrftdi3DFinN5V6N8fZe5BZCfLo;ach;4169615792;0;1667891578;7;354837546;17;45958;2;8;409755289983539851;9;21
12224A;MTXCREFD;0;217;K2CDWMTXCREFD;1707914647912923136;2803433579631299661;331;1;SEDX;DSS_CDW_test;7;7;7;13604799834562389145;nq;Wv82OA0jtClZKepHbcZzdD0qswfPYjRcQ3R1S9aUewlGrftdi3DFinN5V6N8fZe5BZCfLo;ach;4169615792;0;1667891578;7;354837546;7;2199;3;7;12189053815573685171;7;8
12224A;MTXCREFD;0;218;K2CDWMTXCREFD;1707914647920547328;12382507421777739104;331;1;SEDX;DSS_CDW_test;7;7;7;5683707346998751134;ep;nM4lmPRpouklbuo44cS5rwoO43XxTjZmnBJTEmZ4h6eLmxMTvcBsrBiJO1UrGPqgG8W6No;Iju;3605301586;1;2419071390;7;571771961;9;28198;3;6;16155237136816687318;4;15
12224A;MTXCREFD;0;218;K2CDWMTXCREFD;1707914647920547328;12382507421777739104;331;1;SEDX;DSS_CDW_test;7;7;7;5683707346998751134;ep;nM4lmPRpouklbuo44cS5rwoO43XxTjZmnBJTEmZ4h6eLmxMTvcBsrBiJO1UrGPqgG8W6No;Iju;3605301586;1;2419071390;7;571771961;11;65145;4;4;10456708566269091015;4;21
12224A;MTXCREFD;0;218;K2CDWMTXCREFD;1707914647920547328;12382507421777739104;331;1;SEDX;DSS_CDW_test;7;7;7;5683707346998751134;ep;nM4lmPRpouklbuo44cS5rwoO43XxTjZmnBJTEmZ4h6eLmxMTvcBsrBiJO1UrGPqgG8W6No;Iju;3605301586;1;2419071390;7;571771961;15;11703;2;5;11639614969181027779;9;5
12224A;MTXCREFD;0;218;K2CDWMTXCREFD;1707914647920547328;12382507421777739104;331;1;SEDX;DSS_CDW_test;7;7;7;5683707346998751134;ep;nM4lmPRpouklbuo44cS5rwoO43XxTjZmnBJTEmZ4h6eLmxMTvcBsrBiJO1UrGPqgG8W6No;Iju;3605301586;1;2419071390;7;571771961;4;7023;3;2;16846649658305028531;3;17
12224A;MTXCREFD;0;218;K2CDWMTXCREFD;1707914647920547328;12382507421777739104;331;1;SEDX;DSS_CDW_test;7;7;7;5683707346998751134;ep;nM4lmPRpouklbuo44cS5rwoO43XxTjZmnBJTEmZ4h6eLmxMTvcBsrBiJO1UrGPqgG8W6No;Iju;3605301586;1;2419071390;7;571771961;1;21346;3;8;5578237168179606481;2;2
12224A;MTXCREFD;0;219;K2CDWMTXCREFD;1707914647928120320;3587507380590625737;331;1;SEDX;DSS_CDW_test;7;7;7;741129824976247114;V4;chHa6bIIiZTLJo7rACHr2Ieb9atyEAmamnhMWEeRB4m6iezgRFDMqi4Uh93DkPOtnL9RZd;Fef;2845345562;0;3018145225;7;765519849;1;21829;1;8;16645557598908982833;1;14
12224A;MTXCREFD;0;219;K2CDWMTXCREFD;1707914647928120320;3587507380590625737;331;1;SEDX;DSS_CDW_test;7;7;7;741129824976247114;V4;chHa6bIIiZTLJo7rACHr2Ieb9atyEAmamnhMWEeRB4m6iezgRFDMqi4Uh93DkPOtnL9RZd;Fef;2845345562;0;3018145225;7;765519849;9;36383;5;4;14039436419233880760;4;19
12224A;MTXCREFD;0;219;K2CDWMTXCREFD;1707914647928120320;3587507380590625737;331;1;SEDX;DSS_CDW_test;7;7;7;741129824976247114;V4;chHa6bIIiZTLJo7rACHr2Ieb9atyEAmamnhMWEeRB4m6iezgRFDMqi4Uh93DkPOtnL9RZd;Fef;2845345562;0;3018145225;7;765519849;4;6530;3;2;12702500692000137539;4;3
12224A;MTXCREFD;0;219;K2CDWMTXCREFD;1707914647928120320;3587507380590625737;331;1;SEDX;DSS_CDW_test;7;7;7;741129824976247114;V4;chHa6bIIiZTLJo7rACHr2Ieb9atyEAmamnhMWEeRB4m6iezgRFDMqi4Uh93DkPOtnL9RZd;Fef;2845345562;0;3018145225;7;765519849;2;34760;3;6;2905908611337983979;5;7
12224A;MTXCREFD;0;219;K2CDWMTXCREFD;1707914647928120320;3587507380590625737;331;1;SEDX;DSS_CDW_test;7;7;7;741129824976247114;V4;chHa6bIIiZTLJo7rACHr2Ieb9atyEAmamnhMWEeRB4m6iezgRFDMqi4Uh93DkPOtnL9RZd;Fef;2845345562;0;3018145225;7;765519849;5;21220;5;7;11620768893611040304;5;12
12224A;MTXCREFD;0;220;K2CDWMTXCREFD;1707914647935761152;14714213248545535668;331;1;SEDX;DSS_CDW_test;7;7;7;4877442485009327040;N4;BH9BigX6VIVD0miBMBclwv9tbzoMnFvyMeButt22tC7gZ78l6IY7Uz7GlwEucfIQ7YCjPD;Ejj;2610298077;1;3847417095;7;41437899;10;49315;4;5;8443157586395722247;5;9
12224A;MTXCREFD;0;220;K2CDWMTXCREFD;1707914647935761152;14714213248545535668;331;1;SEDX;DSS_CDW_test;7;7;7;4877442485009327040;N4;BH9BigX6VIVD0miBMBclwv9tbzoMnFvyMeButt22tC7gZ78l6IY7Uz7GlwEucfIQ7YCjPD;Ejj;2610298077;1;3847417095;7;41437899;11;23185;3;5;2582162815564276283;1;1
12224A;MTXCREFD;0;220;K2CDWMTXCREFD;1707914647935761152;14714213248545535668;331;1;SEDX;DSS_CDW_test;7;7;7;4877442485009327040;N4;BH9BigX6VIVD0miBMBclwv9tbzoMnFvyMeButt22tC7gZ78l6IY7Uz7GlwEucfIQ7YCjPD;Ejj;2610298077;1;3847417095;7;41437899;2;28894;5;3;13788802674955032777;7;18
12224A;MTXCREFD;0;220;K2CDWMTXCREFD;1707914647935761152;14714213248545535668;331;1;SEDX;DSS_CDW_test;7;7;7;4877442485009327040;N4;BH9BigX6VIVD0miBMBclwv9tbzoMnFvyMeButt22tC7gZ78l6IY7Uz7GlwEucfIQ7YCjPD;Ejj;2610298077;1;3847417095;7;41437899;2;33169;5;7;5290693581786152148;7;18
12224A;MTXCREFD;0;220;K2CDWMTXCREFD;1707914647935761152;14714213248545535668;331;1;SEDX;DSS_CDW_test;7;7;7;4877442485009327040;N4;BH9BigX6VIVD0miBMBclwv9tbzoMnFvyMeButt22tC7gZ78l6IY7Uz7GlwEucfIQ7YCjPD;Ejj;2610298077;1;3847417095;7;41437899;6;42520;3;6;13544369136666829254;3;3
12224A;MTXCREFD;0;221;K2CDWMTXCREFD;1707914647943372032;17900526773716539799;331;1;ABCD;DSS_CDW_test;7;7;7;11552654860280982924;o4;slUFfWqNLrwNHI1iSdCkGni0lGVV9NFTo3Mgl3gZUaowrDecGpXRDT5ItiutYfbNu5fG2D;L11;139323470;0;3933947039;7;624214946;9;20833;1;3;7455444351296158027;1;5
12224A;MTXCREFD;0;221;K2CDWMTXCREFD;1707914647943372032;17900526773716539799;331;1;ABCD;DSS_CDW_test;7;7;7;11552654860280982924;o4;slUFfWqNLrwNHI1iSdCkGni0lGVV9NFTo3Mgl3gZUaowrDecGpXRDT5ItiutYfbNu5fG2D;L11;139323470;0;3933947039;7;624214946;7;49642;2;4;350486461048775939;3;17
12224A;MTXCREFD;0;221;K2CDWMTXCREFD;1707914647943372032;17900526773716539799;331;1;ABCD;DSS_CDW_test;7;7;7;11552654860280982924;o4;slUFfWqNLrwNHI1iSdCkGni0lGVV9NFTo3Mgl3gZUaowrDecGpXRDT5ItiutYfbNu5fG2D;L11;139323470;0;3933947039;7;624214946;7;58908;2;7;6519256414638458278;7;4
12224A;MTXCREFD;0;221;K2CDWMTXCREFD;1707914647943372032;17900526773716539799;331;1;ABCD;DSS_CDW_test;7;7;7;11552654860280982924;o4;slUFfWqNLrwNHI1iSdCkGni0lGVV9NFTo3Mgl3gZUaowrDecGpXRDT5ItiutYfbNu5fG2D;L11;139323470;0;3933947039;7;624214946;11;34932;5;4;12791957386186991300;1;11
12224A;MTXCREFD;0;221;K2CDWMTXCREFD;1707914647943372032;17900526773716539799;331;1;ABCD;DSS_CDW_test;7;7;7;11552654860280982924;o4;slUFfWqNLrwNHI1iSdCkGni0lGVV9NFTo3Mgl3gZUaowrDecGpXRDT5ItiutYfbNu5fG2D;L11;139323470;0;3933947039;7;624214946;15;62991;2;7;10617921045277947399;1;20
12224A;MTXCREFD;0;222;K2CDWMTXCREFD;1707914647951025664;8775861577662445161;331;1;ABCD;DSS_CDW_test;7;7;7;13650177468502622000;8R;IZpA9WEMNZv0J2qidLhxN9rONaX5RwUp7LKhfXM8qXYag3oNtYoR4BK89kZkFwon7eOBI2;cTs;4193006520;1;3232374376;7;768903345;15;32909;5;8;9257013381750259810;4;18
12224A;MTXCREFD;0;222;K2CDWMTXCREFD;1707914647951025664;8775861577662445161;331;1;ABCD;DSS_CDW_test;7;7;7;13650177468502622000;8R;IZpA9WEMNZv0J2qidLhxN9rONaX5RwUp7LKhfXM8qXYag3oNtYoR4BK89kZkFwon7eOBI2;cTs;4193006520;1;3232374376;7;768903345;9;30460;4;3;9961064002325128721;1;19
12224A;MTXCREFD;0;222;K2CDWMTXCREFD;1707914647951025664;8775861577662445161;331;1;ABCD;DSS_CDW_test;7;7;7;13650177468502622000;8R;IZpA9WEMNZv0J2qidLhxN9rONaX5RwUp7LKhfXM8qXYag3oNtYoR4BK89kZkFwon7eOBI2;cTs;4193006520;1;3232374376;7;768903345;1;2028;5;2;10648224522924360424;4;4
12224A;MTXCREFD;0;222;K2CDWMTXCREFD;1707914647951025664;8775861577662445161;331;1;ABCD;DSS_CDW_test;7;7;7;13650177468502622000;8R;IZpA9WEMNZv0J2qidLhxN9rONaX5RwUp7LKhfXM8qXYag3oNtYoR4BK89kZkFwon7eOBI2;cTs;4193006520;1;3232374376;7;768903345;10;5076;2;2;12223733614399149465;7;20
12224A;MTXCREFD;0;222;K2CDWMTXCREFD;1707914647951025664;8775861577662445161;331;1;ABCD;DSS_CDW_test;7;7;7;13650177468502622000;8R;IZpA9WEMNZv0J2qidLhxN9rONaX5RwUp7LKhfXM8qXYag3oNtYoR4BK89kZkFwon7eOBI2;cTs;4193006520;1;3232374376;7;768903345;9;50326;4;3;7056310895742396671;5;20
12224A;MTXCREFD;0;223;K2CDWMTXCREFD;1707914647958638080;14118784619665952017;331;1;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;315339150;5;18855;3;1;12493662672129110729;8;12
12224A;MTXCREFD;0;223;K2CDWMTXCREFD;1707914647958638080;14118784619665952017;331;1;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;315339150;10;23875;5;7;76401941218946592;4;8
12224A;MTXCREFD;0;223;K2CDWMTXCREFD;1707914647958638080;14118784619665952017;331;1;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;315339150;9;48681;2;8;7642211033664796869;1;7
12224A;MTXCREFD;0;223;K2CDWMTXCREFD;1707914647958638080;14118784619665952017;331;1;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;315339150;4;52414;4;1;12309883949823986881;5;20
12224A;MTXCREFD;0;223;K2CDWMTXCREFD;1707914647958638080;14118784619665952017;331;1;ABCD;DSS_CDW_test;7;7;7;16567839055525559032;ms;RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4;7MW;2798970869;1;2333845261;7;315339150;15;25226;3;5;8572624995490064971;2;9
12224A;MTXCREFD;0;224;K2CDWMTXCREFD;1707914647966279680;13203625252473710395;331;1;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;880078379;10;42016;5;8;4572003248214345406;3;8
12224A;MTXCREFD;0;224;K2CDWMTXCREFD;1707914647966279680;13203625252473710395;331;1;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;880078379;7;1007;4;8;16191207305510901489;4;8
12224A;MTXCREFD;0;224;K2CDWMTXCREFD;1707914647966279680;13203625252473710395;331;1;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;880078379;10;18183;1;6;2194942495524228541;4;7
12224A;MTXCREFD;0;224;K2CDWMTXCREFD;1707914647966279680;13203625252473710395;331;1;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;880078379;15;5886;3;2;12820120154274664285;5;2
12224A;MTXCREFD;0;224;K2CDWMTXCREFD;1707914647966279680;13203625252473710395;331;1;XDMI;DSS_CDW_test;7;7;7;1434939254082355546;47;jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns;fu8;1342121182;1;3094473980;7;880078379;1;26629;3;3;14196631471378731140;8;11
12224A;MTXCREFD;0;225;K2CDWMTXCREFD;1707914647973899264;14145210566532083667;331;1;ABCD;DSS_CDW_test;7;7;7;3644559844241529103;le;9l6Ita4H2jn7fc4ofS1CJefQmxMyFTNAdjWNn42QIeYoFg8vq1og7ZGso0dgmvGcCz3eWH;Zm5;1853132841;1;4293924547;7;762062763;17;19932;1;3;3066755290406066366;9;16
12224A;MTXCREFD;0;225;K2CDWMTXCREFD;1707914647973899264;14145210566532083667;331;1;ABCD;DSS_CDW_test;7;7;7;3644559844241529103;le;9l6Ita4H2jn7fc4ofS1CJefQmxMyFTNAdjWNn42QIeYoFg8vq1og7ZGso0dgmvGcCz3eWH;Zm5;1853132841;1;4293924547;7;762062763;2;39394;4;7;15117959636240759516;8;3
12224A;MTXCREFD;0;225;K2CDWMTXCREFD;1707914647973899264;14145210566532083667;331;1;ABCD;DSS_CDW_test;7;7;7;3644559844241529103;le;9l6Ita4H2jn7fc4ofS1CJefQmxMyFTNAdjWNn42QIeYoFg8vq1og7ZGso0dgmvGcCz3eWH;Zm5;1853132841;1;4293924547;7;762062763;5;19712;2;4;4596329431324271200;3;17
