'768715101':'HDR_MIC': 'ATFX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '266897078074289146', 'ENR_INSTRUMENTGROUPCODE': '8i', 'ENR_OFFICIALSEGMENT': 'jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy', 'ENR_TRADINGCURRENCY': 'eRU', 'ENR_CURRENCYCOEFFICIENT': '3936869548', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '4082490661', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'942403957':'HDR_MIC': 'MTAA', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '18425908593694622649', 'ENR_INSTRUMENTGROUPCODE': 'hb', 'ENR_OFFICIALSEGMENT': 'tH1LaMjfiFF3GpkHqYiGqBzam734WYCwZHudzQScj5fS5XNSAo6xzhMsTHTE4StM1SWRft', 'ENR_TRADINGCURRENCY': '0Qv', 'ENR_CURRENCYCOEFFICIENT': '3114588180', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '2620991329', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'588523366':'HDR_MIC': 'MTAA', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '12521463125458750881', 'ENR_INSTRUMENTGROUPCODE': 'Gf', 'ENR_OFFICIALSEGMENT': 'd65LFjoKfHv1QWUp47jodnlcNbRl9pwOTzcDOMe7ks1nuARNxuho7RydEg1OJgW7j4s6iK', 'ENR_TRADINGCURRENCY': '413', 'ENR_CURRENCYCOEFFICIENT': '4231920129', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '2032486976', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'502919184':'HDR_MIC': 'MTAA', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '9966071513210804530', 'ENR_INSTRUMENTGROUPCODE': 'XA', 'ENR_OFFICIALSEGMENT': 'UOHARk1nvGXIsV5wwJqKODtYhAM5XxkofuPdTjKYM3uREHzpFGpZwdc2KAX1gjLcGPnAf3', 'ENR_TRADINGCURRENCY': 'Xqi', 'ENR_CURRENCYCOEFFICIENT': '3126835492', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '316094341', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'184047301':'HDR_MIC': 'MTAA', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '614541690210646299', 'ENR_INSTRUMENTGROUPCODE': '2a', 'ENR_OFFICIALSEGMENT': 'pxGtPAlyBvyxBsCOt0bcDksnbHdrK8j35AvN7ZfIIgWJorfy6RuLfujmS0fMnau2PeUyUH', 'ENR_TRADINGCURRENCY': 'rCa', 'ENR_CURRENCYCOEFFICIENT': '3914517719', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '3154998015', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'731342202':'HDR_MIC': 'MTAA', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '749269245730578301', 'ENR_INSTRUMENTGROUPCODE': 'UH', 'ENR_OFFICIALSEGMENT': 'qp6muFVBEzRSwQwrmudAg1D8bkYSMVYBjoGK1uDzKV201ZJWKi51lpzj00OGRYAwFZSqJe', 'ENR_TRADINGCURRENCY': '6jJ', 'ENR_CURRENCYCOEFFICIENT': '1236754072', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '4163892170', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'407985055':'HDR_MIC': 'MTAA', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '11949289693168082599', 'ENR_INSTRUMENTGROUPCODE': 'Gd', 'ENR_OFFICIALSEGMENT': 'SoqQi4Toj76nQz3snTUKak7FT2ieQtMajLsHbuuYrwbDBPXbSEstNIP1aFznKb7E74K3mX', 'ENR_TRADINGCURRENCY': 'aak', 'ENR_CURRENCYCOEFFICIENT': '2828450737', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '4144898225', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'583228200':'HDR_MIC': 'MTAA', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '4621947972623774841', 'ENR_INSTRUMENTGROUPCODE': 'R1', 'ENR_OFFICIALSEGMENT': 'AQLA6qmZdoPrzHz0oJ3uVEo65F1woLGjZWDciQRuV3XHRP0LQ1SzYj3t0X8yQXfWD3n2XM', 'ENR_TRADINGCURRENCY': 'oAW', 'ENR_CURRENCYCOEFFICIENT': '61387213', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '149025090', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'263580681':'HDR_MIC': 'MTAA', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '4397524956389506157', 'ENR_INSTRUMENTGROUPCODE': 'Vj', 'ENR_OFFICIALSEGMENT': 'I5V1vDFWpZLoqvxHK7xkUEPVL2iawK12ELv3dC1ypKH4C0qtZi3DOtfB8qpUsscNxZqvaK', 'ENR_TRADINGCURRENCY': 'TmD', 'ENR_CURRENCYCOEFFICIENT': '1496310362', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1842345775', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'25531303':'HDR_MIC': 'MTAA', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '5200628661262325779', 'ENR_INSTRUMENTGROUPCODE': '9t', 'ENR_OFFICIALSEGMENT': 'd7lSQy6i8V7QosbRjZFj0leMKk6MWoIgX3jYRFEjPD53q5PYmbMVc1rObMm3tzUH8ejqAv', 'ENR_TRADINGCURRENCY': 'epj', 'ENR_CURRENCYCOEFFICIENT': '3570621880', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '1830681795', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'876746933':'HDR_MIC': 'MTAA', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '10606995290711262190', 'ENR_INSTRUMENTGROUPCODE': 'Uw', 'ENR_OFFICIALSEGMENT': 'h87jMNOL4vwjTvXIdeXkdWDgQIxWQbVIObdEafrTNpV7SimHLddft0KF7vpFLSAvkZmZu6', 'ENR_TRADINGCURRENCY': 'fjQ', 'ENR_CURRENCYCOEFFICIENT': '3344392578', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1375184246', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'75493707':'HDR_MIC': 'MTAA', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '14925397566473685119', 'ENR_INSTRUMENTGROUPCODE': 'iA', 'ENR_OFFICIALSEGMENT': 'Ogflczs4rPshlHD0xP9maECwutCVkBj1hexeed0dAaheiydN7VDBKjScu5hRkrQTaH97Cp', 'ENR_TRADINGCURRENCY': 'CKB', 'ENR_CURRENCYCOEFFICIENT': '3973333575', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '1472418203', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'608805387':'HDR_MIC': 'MTAA', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '17019311978123542868', 'ENR_INSTRUMENTGROUPCODE': 'dR', 'ENR_OFFICIALSEGMENT': 'z5r4psAhnEvWwqpXhq41paBiO4mXzJZOSNdBzKfJCWu8WYnimM9YJxZNFH7O0gAOfesS1e', 'ENR_TRADINGCURRENCY': 'C3l', 'ENR_CURRENCYCOEFFICIENT': '2739451981', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '438787376', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'352622121':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '13336993056537659059', 'ENR_INSTRUMENTGROUPCODE': 'mh', 'ENR_OFFICIALSEGMENT': '7vAlE5rkQTJQin6DgUfmpSmI9ntS5tLueZE4D4XM7UXrcYndKo5HbvPUgKnT7Omrb452hH', 'ENR_TRADINGCURRENCY': 'Nj2', 'ENR_CURRENCYCOEFFICIENT': '1365604021', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '2978421877', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'154123499':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '1323854212775701313', 'ENR_INSTRUMENTGROUPCODE': '0o', 'ENR_OFFICIALSEGMENT': '562u7DQtJopIhShkdQZ3Vq8sZS6BWkh9hdm1NDrMqDrwhBo8W15A9mhrXOSdjEe7V2iG69', 'ENR_TRADINGCURRENCY': 'jLI', 'ENR_CURRENCYCOEFFICIENT': '1364211919', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1396619064', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'880524655':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '17502663871563463515', 'ENR_INSTRUMENTGROUPCODE': 'iC', 'ENR_OFFICIALSEGMENT': 'SvbAaI0IUWTzA4TDp1g4wa7rorRhs0vVKdzbeLZDjNVmVTWQ5gTiAT1Lwv3RkavfYZfUy2', 'ENR_TRADINGCURRENCY': 'G7T', 'ENR_CURRENCYCOEFFICIENT': '2126895777', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '3651464833', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'916475071':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '10303292442040980450', 'ENR_INSTRUMENTGROUPCODE': 'UE', 'ENR_OFFICIALSEGMENT': 'TeiYZQukhTSrhCLrEykHxdGZo4QmuBOt1tTYZ1Mf91HoY66ENjwOaFWuQ7ziaPsJTYiQDB', 'ENR_TRADINGCURRENCY': 'Qou', 'ENR_CURRENCYCOEFFICIENT': '4243392910', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '3399151433', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'32654720':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '5303326178663608342', 'ENR_INSTRUMENTGROUPCODE': 'Pn', 'ENR_OFFICIALSEGMENT': 'XJlQPvPWm7ytmgoSSmeANWn9BFRTT6s6QEP9oZ800tSzC4qwVW9BGeAdC6m9gNoXmhyIDk', 'ENR_TRADINGCURRENCY': 'qHX', 'ENR_CURRENCYCOEFFICIENT': '1387213759', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1902731345', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'47741981':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '9515101337159919625', 'ENR_INSTRUMENTGROUPCODE': 'Lq', 'ENR_OFFICIALSEGMENT': 'kH7nIyLs9HS9idv5TyE8O2O3MM3Fv943nqIC2BQr86B8tH6Sx2wCn9ZDOsImz9o1oj43P6', 'ENR_TRADINGCURRENCY': 'U0S', 'ENR_CURRENCYCOEFFICIENT': '1353536500', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '2729531948', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'911386486':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '14761009529419667952', 'ENR_INSTRUMENTGROUPCODE': 'aD', 'ENR_OFFICIALSEGMENT': 'mojCgy7BXlXPGI63DNU3a0uABAYLomA80ZrKAEd5S7V9LfwSPUjVPNA1xFA3ivzUQ4M9Wl', 'ENR_TRADINGCURRENCY': 'oqS', 'ENR_CURRENCYCOEFFICIENT': '3649434989', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '2752062206', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'870348840':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '3983510484137490242', 'ENR_INSTRUMENTGROUPCODE': 'dc', 'ENR_OFFICIALSEGMENT': 'IOK56pu3c95aJY8hh1x3CghAlofEmRvbKRTBp8l2F825ckvWjAQqp8lqDPQ3m0SoxVIuEX', 'ENR_TRADINGCURRENCY': 'gSS', 'ENR_CURRENCYCOEFFICIENT': '2337822234', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '121355362', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'225511348':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '3412129210960478891', 'ENR_INSTRUMENTGROUPCODE': 'Ir', 'ENR_OFFICIALSEGMENT': 'uQDhWr0he18VTiciaLkmDuPHH2E2IQmlJpF2Utw22SswUcBp3kkHayOL4rVgZuIehcbuGJ', 'ENR_TRADINGCURRENCY': 'GLc', 'ENR_CURRENCYCOEFFICIENT': '2818742835', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '4061968911', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'104997053':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '9126161773135246369', 'ENR_INSTRUMENTGROUPCODE': 'V4', 'ENR_OFFICIALSEGMENT': 'b0SGWAvUgBOnw7r5EbqcROWq1cS8TKHYtIc5hpmMFZRim2fOGhJMTC09Cv8KXMWllhQ6aY', 'ENR_TRADINGCURRENCY': 'HqT', 'ENR_CURRENCYCOEFFICIENT': '111313295', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '2239711727', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'193650200':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '8661022669243564463', 'ENR_INSTRUMENTGROUPCODE': 'KN', 'ENR_OFFICIALSEGMENT': 'f6d48Zs2b064tXWCzUzZxkGmnR2vdmeyr8dm24tjjZYxF8MEUdQ5x1T3ZExyVJwzuPxCba', 'ENR_TRADINGCURRENCY': 'QZS', 'ENR_CURRENCYCOEFFICIENT': '2174646449', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '1614907519', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'704352555':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '15519337400172948934', 'ENR_INSTRUMENTGROUPCODE': 'pk', 'ENR_OFFICIALSEGMENT': 'sjdofWx8791fgLKmy1zBPas5DWlMb8hhcHwGNL0LJL8dG3QRmeiKsGr5viI6OROHPMYygn', 'ENR_TRADINGCURRENCY': 'mFh', 'ENR_CURRENCYCOEFFICIENT': '103756350', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '2167108551', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'226183924':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '15497960358411912793', 'ENR_INSTRUMENTGROUPCODE': 'n9', 'ENR_OFFICIALSEGMENT': '1xfTpSwfKM0fkssF9OQwsORQuGUzeFca9QKinaI77JzxHULo5Q1V7w2JRodzArcX42bbpq', 'ENR_TRADINGCURRENCY': 'kXq', 'ENR_CURRENCYCOEFFICIENT': '1199095479', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '690093252', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'453799485':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '2368880406978480806', 'ENR_INSTRUMENTGROUPCODE': 'ao', 'ENR_OFFICIALSEGMENT': 'PPKdGI0bzMJL8z3VXvXSG0yG0Obt5gCj3SfzrskkM0rT4WK07wm8OBnZpSuvvMy2vJzA29', 'ENR_TRADINGCURRENCY': 'HEb', 'ENR_CURRENCYCOEFFICIENT': '3322819621', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '2932390847', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'919853333':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '6005986335603308262', 'ENR_INSTRUMENTGROUPCODE': 'xw', 'ENR_OFFICIALSEGMENT': '8e0lDJ9LvwX7B6W7vcX8XVN04LE3qrizC9VuGLuGv9aFWtNUHHXxvGcn43osdlVeI28jcD', 'ENR_TRADINGCURRENCY': '4IT', 'ENR_CURRENCYCOEFFICIENT': '3521509732', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1964750142', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'357076211':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '4403052311478408602', 'ENR_INSTRUMENTGROUPCODE': 'ZJ', 'ENR_OFFICIALSEGMENT': 'HR0owOlnfPpmCv5A5GnTBNqsBLe02c6ZYsy2F9GRoCwO78CZL9btXNrGjLHPLTuNkB0Q3A', 'ENR_TRADINGCURRENCY': '4bF', 'ENR_CURRENCYCOEFFICIENT': '4187754424', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '2043547757', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'630708295':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '6354086023392194540', 'ENR_INSTRUMENTGROUPCODE': '51', 'ENR_OFFICIALSEGMENT': 'hjgHaQ5weYEPHPRqR6Ml1Reflrl6U6q5QgoWX29ZZj2iu9oVd7dXRz0Uy8EhUTK6cjLcTX', 'ENR_TRADINGCURRENCY': 'mN2', 'ENR_CURRENCYCOEFFICIENT': '2072881519', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '3204674649', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'592228969':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '14821398345820716570', 'ENR_INSTRUMENTGROUPCODE': 'hL', 'ENR_OFFICIALSEGMENT': 'gK5WoDlJRHnYjLE8QEZdtw2bjkd23PeuUlXSLsSpMKcf33A51yZeF9HgbVpD1FfkdMObEN', 'ENR_TRADINGCURRENCY': 'ehZ', 'ENR_CURRENCYCOEFFICIENT': '859163287', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '2067586902', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'361807266':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '15023251686796296357', 'ENR_INSTRUMENTGROUPCODE': 'af', 'ENR_OFFICIALSEGMENT': 'eI1j6ELUrT9kUUqko3URXItVqSEo6Zig5PEzGLKxVPKm7tcBz3CK82IPaD1K2k5ZCBK50T', 'ENR_TRADINGCURRENCY': '0PJ', 'ENR_CURRENCYCOEFFICIENT': '3631577752', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '3559875488', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'586880250':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '1887790168013491197', 'ENR_INSTRUMENTGROUPCODE': 'oc', 'ENR_OFFICIALSEGMENT': 'Rzg3GYyKqZcN7G8xl6oAO4OJJnq1F7jmUdgj0wInpbAzfH4VXiZqP2Ns4aXEp5PvTsflKf', 'ENR_TRADINGCURRENCY': 'SwB', 'ENR_CURRENCYCOEFFICIENT': '3347463342', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '499384430', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'471710007':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '4596634193538000816', 'ENR_INSTRUMENTGROUPCODE': 'NH', 'ENR_OFFICIALSEGMENT': 'sdSGi6pm4bGS69BkRAZ0Gpnzr2BBTsHdAyelCs4oaiyXMSENSksybmpOVZEvx3COv7RkQB', 'ENR_TRADINGCURRENCY': 'hbQ', 'ENR_CURRENCYCOEFFICIENT': '841316448', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '3865433911', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'451161021':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '17649996035600062801', 'ENR_INSTRUMENTGROUPCODE': 'y4', 'ENR_OFFICIALSEGMENT': 'm4PtCqZwXANzbZQrdIlBaleJ4oy5edoOYgceVzQ9DHIn3gaNfCUmEpN6X2pkXoqtb1y24d', 'ENR_TRADINGCURRENCY': 'QX5', 'ENR_CURRENCYCOEFFICIENT': '2817311705', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '1500233684', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'911319188':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '3871136976767915508', 'ENR_INSTRUMENTGROUPCODE': 'no', 'ENR_OFFICIALSEGMENT': 'OajY2qlWR2HM4F0bMOfPfMkm7mnoIvYqUq1qJAluBmPejFZhD5FXJZ98GN3eDGRjBzL2Vb', 'ENR_TRADINGCURRENCY': 'uK9', 'ENR_CURRENCYCOEFFICIENT': '599176339', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1991586982', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'923345875':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '14023083985803221550', 'ENR_INSTRUMENTGROUPCODE': 'Zn', 'ENR_OFFICIALSEGMENT': 'cbM7jmfmSkhjoVAIY88F9wWuxeuQ4guNlDUrAWX1J5fXD39GlFbiuGfj7xQEkuXk1ZM71J', 'ENR_TRADINGCURRENCY': 'tYG', 'ENR_CURRENCYCOEFFICIENT': '369584988', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1209581377', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
